ITEM_ID,CARTONIZATION_FLAG,CHW_PRIMARY_SUPPLIER_NUMBER,SKU_NAME,PURCHASE_MOQ,CHW_UNITS_PER_CARTON,CHW_MASTER_CASE_PACK,CHW_MASTER_CARTON_CBM,DEST,FCST,CBM_MAX,CBM_PERC
952878,false,3755,"Frisco Giraffe 51"" Wicker Cat Tree & Condo",100.0,0.0,1.0,0.0888380074170201,TLA,7147.092256421351,66.0,9.620203558880103
173771,false,B3722,"Frisco X-Large Premium Dog Training & Potty Pads, 28 x 34-in, Unscented, 150 count",1500.0,1.0,1.0,0.0853875,TNY,7398.059592365043,66.0,9.571239597622275
121223,true,P19098,"American Journey Protein & Grains Large Breed Salmon, Brown Rice & Vegetables Recipe Dry Dog Food, 28-lb bag",35.0,0.0,1.0,0.03226203225,TLA,19541.09033437939,66.0,9.552049796483503
367853,true,P22840,"True Acre Foods Medium Stuffed Bone Treats Meaty Middle Made with real Bacon, 12 count",360.0,0.0,1.0,0.024777240768,TLA,25301.389598400892,66.0,9.498463967341662
1887054,true,P29281,"Chewy Micro Crystal Scented Cat Litter, 8-lb bag",4968.0,0.0,4.0,0.0392,TNY,63827.91682289346,66.0,9.477478558550846
1759486,true,P19098,"Chewy Wholesome Grains Beef, Brown Rice & Vegetables Recipe Dry Dog Food, 28-lb bag",35.0,0.0,1.0,0.0322635479554697,TLA,19311.7907464244,66.0,9.44040737656454
1887054,true,P29281,"Chewy Micro Crystal Scented Cat Litter, 8-lb bag",4968.0,0.0,4.0,0.0392,TLA,62211.32356540361,66.0,9.23743895365084
1759558,true,P19098,"Chewy Wholesome Grains Lamb, Brown Rice & Vegetables Recipe Dry Dog Food, 28-lb bag",35.0,0.0,1.0,0.0322635479554697,TNY,18822.94315632218,66.0,9.201438321016377
1759414,true,P19098,"Chewy Limited Ingredient Salmon & Sweet Potato Recipe Grain-Free Dry Dog Food (FORMERLY AMERICAN JOURNEY), 24-lb bag",40.0,0.0,1.0,0.031229647218,TLA,19122.004321105862,66.0,9.048082561351631
1940262,true,P000486,"Chewy XXL Premium Dog Training & Potty Pads, 27.5 x 44-in, Unscented, 50 count",800.0,0.0,1.0,0.034452,TNY,17325.998109059463,66.0,9.044171012929041
109351,true,P19098,"American Journey Protein & Grains Beef, Brown Rice & Vegetables Recipe Dry Dog Food, 28-lb bag",35.0,0.0,1.0,0.03226203225,TLA,18445.958642676458,66.0,9.016728978972639
141368,true,P000420,"Frisco High Sided Cat Litter Box, Medium, Navy, 18-in",420.0,0.0,1.0,1.8877897728,MDT1,314.11647974856436,66.0,8.984634514201185
109343,true,P19098,"American Journey Protein & Grains Lamb, Brown Rice & Vegetables Recipe Dry Dog Food, 28-lb bag",35.0,0.0,1.0,0.03226203225,TLA,18286.779076307823,66.0,8.938919034976792
1940270,true,P000486,"Chewy XXL Premium Dog Training & Potty Pads, 27.5 x 44-in, Unscented, 100 count",800.0,0.0,1.0,0.06612,TLA,8761.559818742502,66.0,8.777489927503852
89558,true,P000486,"Frisco Giant Premium Dog Training & Potty Pads, 27.5 x 44-in, Unscented, 30 count",800.0,4.0,4.0,0.081059377086999,TNY,28233.400641990887,66.0,8.668870716240376
174800,true,P27093,"Frisco Double-Wide Cat Scratcher Toy Refill with Catnip, 2 count",1500.0,0.0,12.0,0.108188105694,TLA,62467.05924942107,66.0,8.533071727865817
1759462,true,P19098,"Chewy Limited Ingredient Venison & Sweet Potato Recipe Grain-Free Dry Dog Food (FORMERLY AMERICAN JOURNEY), 24-lb bag",40.0,0.0,1.0,0.031229647218,TLA,17972.67203109575,66.0,8.504245562059634
152699,true,P000486,"Frisco Giant Premium Dog Training & Potty Pads, 27.5 x 44-in, Unscented, 50 count",800.0,1.0,1.0,0.0344545302471067,TLA,16221.606307936509,66.0,8.46830038171902
152569,true,B3722,"Frisco Large Premium Dog Training & Potty Pads, 22 x 23-in, Unscented, 200 count",1500.0,1.0,1.0,0.048,TLA,11640.559969351752,66.0,8.465861795892184
1759486,true,P19098,"Chewy Wholesome Grains Beef, Brown Rice & Vegetables Recipe Dry Dog Food, 28-lb bag",35.0,0.0,1.0,0.0322635479554697,TNY,17235.049646272677,66.0,8.425209860263934
173778,true,P000486,"Frisco Medium Dog Training & Potty Pads, 21 x 21-in, Unscented, 100 count",800.0,4.0,4.0,0.0594414308452673,TNY,37381.704226262824,66.0,8.416749949407718
214829,true,P19098,"American Journey Protein & Grains Healthy Weight Salmon, Brown Rice & Vegetables Recipe Dry Dog Food, 28-lb bag",35.0,0.0,1.0,0.03226203225,TLA,16804.09403568338,66.0,8.21415490471591
1817918,true,P19098,"Chewy High Protein Grain-Free Beef & Sweet Potato Recipe Dry Dog Food, 24-lb bag",40.0,0.0,1.0,0.031229647218,TLA,17190.923967507933,66.0,8.134340770556571
128075,false,B3755,"Frisco 33-in Heavy Duty Sisal Cat Scratching Post, Cream",100.0,1.0,1.0,0.0409605,MDT1,12980.636246967983,66.0,8.055959863544423
109343,true,P19098,"American Journey Protein & Grains Lamb, Brown Rice & Vegetables Recipe Dry Dog Food, 28-lb bag",35.0,0.0,1.0,0.03226203225,TNY,16258.299642906793,66.0,7.94736041529731
180395,false,B3755,"Frisco 61-in Faux Fur Cat Tree & Condo, Gray",100.0,1.0,1.0,0.086925,TLA,6001.002588456834,66.0,7.90359318184258
232121,true,2641,"Frisco Micro Crystal Unscented Non-Clumping Crystal Cat Litter, 7-lb bag",140.0,0.0,4.0,0.038452245676,TNY,53084.08141138581,66.0,7.731826287558303
309793,true,P000486,"Frisco X-Large Eco-Conscious Dog Training & Potty Pads, 28 x 34-in, Unscented, 75 count",800.0,1.0,1.0,0.0437373225962806,TNY,11659.164482391707,66.0,7.726373305597925
214392,false,B3755,"Frisco 65-in XXL Heavy Duty Cat Tree, Gray",100.0,1.0,1.0,0.122923125,TLA,4147.15445465371,66.0,7.723957354904617
108411,true,B213591,"American Journey Grain-Free Chicken & Sweet Potato Recipe Dry Dog Food, 24-lb bag",60.0,0.0,1.0,0.0228042382624,TNY,22232.842575491144,66.0,7.681864232453498
1759414,true,P19098,"Chewy Limited Ingredient Salmon & Sweet Potato Recipe Grain-Free Dry Dog Food (FORMERLY AMERICAN JOURNEY), 24-lb bag",40.0,0.0,1.0,0.031229647218,TNY,16141.008482888637,66.0,7.637545464596326
250602,false,P18120,"Frisco Steel 8-Panel Configurable Dog Gate and Playpen, 30-in, White",100.0,0.0,1.0,0.1205260225245861,TLA,4180.341596156398,66.0,7.633938566345608
542390,false,3722,"'Frisco Plastic Easy Step Cat & Dog Stair, Gray",1000.0,0.0,1.0,0.078546,TLA,6281.944732909842,66.0,7.476085318047523
1817966,true,P19098,"Chewy High Protein Grain-Free Lamb & Sweet Potato Recipe Dry Dog Food, 24-lb bag",40.0,0.0,1.0,0.031229647218,TLA,15669.245323143716,66.0,7.4143182365768885
89558,true,P000486,"Frisco Giant Premium Dog Training & Potty Pads, 27.5 x 44-in, Unscented, 30 count",800.0,4.0,4.0,0.081059377086999,TLA,24032.35130378891,66.0,7.378967525079762
109351,true,P19098,"American Journey Protein & Grains Beef, Brown Rice & Vegetables Recipe Dry Dog Food, 28-lb bag",35.0,0.0,1.0,0.03226203225,TNY,15061.800282348937,66.0,7.362489188669705
173778,true,P000486,"Frisco Medium Dog Training & Potty Pads, 21 x 21-in, Unscented, 100 count",800.0,4.0,4.0,0.0594414308452673,TLA,32620.754939223014,66.0,7.344789200152411
247978,true,P19098,"True Acre Foods Weight Control Chicken & Vegetables Recipes Grain-Free Dry Dog Food, 40-lb bag",24.0,0.0,1.0,0.052651636632,TLA,9204.154672307386,66.0,7.342633444106872
169398,false,7701,"Frisco 42-in Heavy Duty Faux Fur Cat Tree & Condo, Gray",100.0,1.0,1.0,0.0891255775317153,MDT1,5405.735132192156,66.0,7.299837358183473
