MC2_NAME,MC3_NAME,CHW_PRIMARY_SUPPLIER_NAME,PRODUCT,CHW_PRIMARY_SUPPLIER_NUMBER,SKU_NAME,PURCHASE_MOQ,CHW_SKU_NUMBER,CHW_UNITS_PER_CARTON,CHW_MASTER_CASE_PACK,CHW_MASTER_CARTON_CBM
Personalized & Gifting,Human Apparel,PCA000400-CA: Pureland Outdoor HK Ltd.,Frisco Active Dog Life Jacket,PCA000400,"Frisco Active Dog Life Jacket, X-Small",3000,1000067897,0,24,0.03413279572071159
Personalized & Gifting,Human Apparel,"PCA3755-HANGZHOU TIANYUAN PET PRODUCTS CO., LTD",Frisco I Love Mommy Dog & Cat T-Shirt,PCA3755,"Frisco I Love Mommy Dog & Cat T-Shirt, Pink, Large",1500,1000068041,0,50,0.01836
Personalized & Gifting,Human Apparel,"PCA3755-HANGZHOU TIANYUAN PET PRODUCTS CO., LTD",Frisco I Love Mommy Dog & Cat T-Shirt,PCA3755,"Frisco I Love Mommy Dog & Cat T-Shirt, Pink, Medium",1500,1000068035,0,50,0.014168
Personalized & Gifting,Human Apparel,"PCA3755-HANGZHOU TIANYUAN PET PRODUCTS CO., LTD",Frisco I Love Mommy Dog & Cat T-Shirt,PCA3755,"Frisco I Love Mommy Dog & Cat T-Shirt, Pink, Small",1500,1000068029,0,50,0.0099
Personalized & Gifting,Human Apparel,"PCA3755-HANGZHOU TIANYUAN PET PRODUCTS CO., LTD","Frisco I Love Mommy Dog & Cat T-Shirt, Gray",PCA3755,"Frisco I Love Mommy Dog & Cat T-Shirt, Gray, XX-Large",1500,1000098809,0,50,0.014168
Apparel,Apparel,"P18936-PETPARTY PRODUCTS CO., LTD",Frisco Go Sports Dog & Cat T-Shirt,P18936,"Frisco Go Sports Dog & Cat T-Shirt, White, XX-Large",1512,1642494,0,36,0.0372
"Leashes, Collars & Harnesses",Collars,P21160-HONG KONG FEIYANG TRADING CO LIMITED,Frisco Valentine Heart Printed Dog Collar,P21160,"Frisco Valentine Heart Printed Dog Collar, Small",300,1256846,0,96,0.007360679653595713
Personalized & Gifting,Human Apparel,"PCA3755-HANGZHOU TIANYUAN PET PRODUCTS CO., LTD",Frisco Basic Dog & Cat T-Shirt,PCA3755,"Frisco Basic Dog & Cat T-Shirt, Lime, X-Large",1500,1000065119,0,50,0.01836
Personalized & Gifting,Human Apparel,"PCA3755-HANGZHOU TIANYUAN PET PRODUCTS CO., LTD",Frisco Basic Dog & Cat T-Shirt,PCA3755,"Frisco Basic Dog & Cat T-Shirt, Pink, Large",1500,1000065149,0,50,0.01836
Toys,Plush Toys,PCA20837-CA: KIDS FIRST ASIA CO LTD,Frisco Birthday Balloon Plush with Rope Squeaky Dog Toy,PCA20837,"Frisco Birthday Balloon Plush with Rope Squeaky Dog Toy, Blue, Medium/Large",1224,1000066805,0,36,0.09828796100026778
Personalized & Gifting,Human Apparel,"PCA3755-HANGZHOU TIANYUAN PET PRODUCTS CO., LTD",Frisco Dog & Cat Basic Hoodie,PCA3755,"Frisco Dog & Cat Basic Hoodie, Teal, X-Small",1500,1000065395,0,50,0.01512
Personalized & Gifting,Human Apparel,"PCA3755-HANGZHOU TIANYUAN PET PRODUCTS CO., LTD",Frisco Basic Dog & Cat T-Shirt,PCA3755,"Frisco Basic Dog & Cat T-Shirt, Teal, XX-Large",1500,1000065137,0,50,0.03069
Personalized & Gifting,Human Apparel,"PCA3755-HANGZHOU TIANYUAN PET PRODUCTS CO., LTD",Frisco Plaid Non-Skid Dog Socks,PCA3755,"Frisco Plaid Non-Skid Dog Socks, Red, Size 4",300,1000098779,0,300,0.1386
Toys,Plush Toys,PCA20837-CA: KIDS FIRST ASIA CO LTD,Frisco Hippo Textured Plush Squeaky Dog Toy,PCA20837,"Frisco Hippo Textured Plush Squeaky Dog Toy, Medium/Large",1200,1000066697,0,36,0.074704
Personalized & Gifting,Human Apparel,"PCA3755-HANGZHOU TIANYUAN PET PRODUCTS CO., LTD",Frisco Dog & Cat Basic Hoodie,PCA3755,"Frisco Dog & Cat Basic Hoodie, Pink, XXX-Large",1500,1000098545,0,50,0.059625
Toys,Puppy Toys,"PCA3755-HANGZHOU TIANYUAN PET PRODUCTS CO., LTD",Frisco Latex Squeaky Puppy Toy,PCA3755,"Frisco Latex Squeaky Puppy Toy, Pink, X-Small/Small",1440,1000014366,0,144,0.044170875
Personalized & Gifting,Human Apparel,"PCA3755-HANGZHOU TIANYUAN PET PRODUCTS CO., LTD",Frisco Polka Dot Chambray Dog & Cat Button Up Shirt,PCA3755,"Frisco Polka Dot Chambray Dog & Cat Button Up Shirt, XX-Large",1500,1000067957,0,50,0.027
Personalized & Gifting,Human Apparel,"PCA3755-HANGZHOU TIANYUAN PET PRODUCTS CO., LTD",Frisco Dog & Cat Basic Hoodie,PCA3755,"Frisco Dog & Cat Basic Hoodie, Red, Large",1500,1000065539,0,50,0.044
Personalized & Gifting,Human Apparel,"PCA18936-CA: PETPARTY PRODUCTS CO., LTD",STAR WARS Graffiti Print Dog & Cat Hoodie,PCA18936,"STAR WARS Graffiti Print Dog & Cat Hoodie, Large",1500,1000089023,0,48,0.04455
Personalized & Gifting,Human Apparel,"PCA18936-CA: PETPARTY PRODUCTS CO., LTD",STAR WARS Graffiti Print Dog & Cat Hoodie,PCA18936,"STAR WARS Graffiti Print Dog & Cat Hoodie, Small",1500,1000089011,0,72,0.04455
Personalized & Gifting,Human Apparel,"PCA18936-CA: PETPARTY PRODUCTS CO., LTD",STAR WARS Graffiti Print Dog & Cat Hoodie,PCA18936,"STAR WARS Graffiti Print Dog & Cat Hoodie, Medium",1500,1000089017,0,60,0.04455
Personalized & Gifting,Human Apparel,"PCA18936-CA: PETPARTY PRODUCTS CO., LTD",STAR WARS Graffiti Print Dog & Cat Hoodie,PCA18936,"STAR WARS Graffiti Print Dog & Cat Hoodie, X-Small",1500,1000089005,0,96,0.04455
Personalized & Gifting,Human Apparel,"PCA18936-CA: PETPARTY PRODUCTS CO., LTD",STAR WARS Graffiti Print Dog & Cat Hoodie,PCA18936,"STAR WARS Graffiti Print Dog & Cat Hoodie, X-Large",1500,1000089029,0,48,0.04455
Personalized & Gifting,Human Apparel,"PCA18936-CA: PETPARTY PRODUCTS CO., LTD",STAR WARS Graffiti Print Dog & Cat Hoodie,PCA18936,"STAR WARS Graffiti Print Dog & Cat Hoodie, XX-Large",1500,1000089035,0,36,0.055125
Personalized & Gifting,Human Apparel,PCA000400-CA: Pureland Outdoor HK Ltd.,Frisco Active Dog Life Jacket,PCA000400,"Frisco Active Dog Life Jacket, Large",3000,1000098803,0,12,0.06480325433683747
Personalized & Gifting,Human Apparel,"PCA3755-HANGZHOU TIANYUAN PET PRODUCTS CO., LTD",Frisco Dog & Cat Basic Hoodie,PCA3755,"Frisco Dog & Cat Basic Hoodie, Forest Green, Medium",1500,1000065473,0,50,0.024738
Personalized & Gifting,Human Apparel,"PCA3755-HANGZHOU TIANYUAN PET PRODUCTS CO., LTD",Frisco Dog & Cat Basic Hoodie,PCA3755,"Frisco Dog & Cat Basic Hoodie, Teal, Medium",1500,1000065515,0,50,0.024738
Personalized & Gifting,Human Apparel,"PCA3755-HANGZHOU TIANYUAN PET PRODUCTS CO., LTD",Frisco Dog & Cat Basic Hoodie,PCA3755,"Frisco Dog & Cat Basic Hoodie, Teal, XX-Large",1500,1000065401,0,50,0.059625
Personalized & Gifting,Human Apparel,"PCA3755-HANGZHOU TIANYUAN PET PRODUCTS CO., LTD",Frisco Dog & Cat Basic Hoodie,PCA3755,"Frisco Dog & Cat Basic Hoodie, Teal, Small",1500,1000065443,0,50,0.024738
Toys,Plush Toys,PCA20837-CA: KIDS FIRST ASIA CO LTD,Frisco Duck Plush Squeaky Dog Toy,PCA20837,"Frisco Duck Plush Squeaky Dog Toy, Small/Medium",1224,1000014270,0,36,0.024948
Personalized & Gifting,Human Apparel,PCA000400-CA: Pureland Outdoor HK Ltd.,Frisco Shark Dog Life Jacket,PCA000400,"Frisco Shark Dog Life Jacket, Gray, X-Small",3000,1000067873,0,24,0.0577635670647281
Personalized & Gifting,Human Apparel,PCA000400-CA: Pureland Outdoor HK Ltd.,Frisco Shark Dog Life Jacket,PCA000400,"Frisco Shark Dog Life Jacket, Gray, Small",3000,1000067891,0,24,0.0962183782190296
Personalized & Gifting,Human Apparel,"PCA3755-HANGZHOU TIANYUAN PET PRODUCTS CO., LTD",Frisco Lightweight Clear Vinyl Dog Raincoat,PCA3755,"Frisco Lightweight Clear Vinyl Dog Raincoat, XX-Large",1500,1000065875,0,48,0.06384
Personalized & Gifting,Human Apparel,"PCA3755-HANGZHOU TIANYUAN PET PRODUCTS CO., LTD",Frisco Basic Dog & Cat T-Shirt,PCA3755,"Frisco Basic Dog & Cat T-Shirt, Teal, X-Large",1500,1000065227,0,50,0.01836
Personalized & Gifting,Human Apparel,"PCA3755-HANGZHOU TIANYUAN PET PRODUCTS CO., LTD",Frisco Basic Dog & Cat T-Shirt,PCA3755,"Frisco Basic Dog & Cat T-Shirt, Teal, Medium",1500,1000065233,0,50,0.014168
Personalized & Gifting,Human Apparel,"PCA3755-HANGZHOU TIANYUAN PET PRODUCTS CO., LTD",Frisco Basic Dog & Cat T-Shirt,PCA3755,"Frisco Basic Dog & Cat T-Shirt, Teal, X-Small",1500,1000082867,0,50,0.013552
Personalized & Gifting,Human Apparel,"PCA3755-HANGZHOU TIANYUAN PET PRODUCTS CO., LTD",Frisco Basic Dog & Cat T-Shirt,PCA3755,"Frisco Basic Dog & Cat T-Shirt, Navy, XXX-Large",1500,1000098503,0,50,0.029618999999999996
Personalized & Gifting,Human Apparel,"PCA3755-HANGZHOU TIANYUAN PET PRODUCTS CO., LTD",Frisco Basic Dog & Cat T-Shirt,PCA3755,"Frisco Basic Dog & Cat T-Shirt, Pink, X-Large",1500,1000065083,0,50,0.01836
Personalized & Gifting,Human Apparel,"PCA3755-HANGZHOU TIANYUAN PET PRODUCTS CO., LTD",Frisco Basic Dog & Cat T-Shirt,PCA3755,"Frisco Basic Dog & Cat T-Shirt, Pink, Medium",1500,1000065203,0,50,0.014168
Personalized & Gifting,Human Apparel,"PCA3755-HANGZHOU TIANYUAN PET PRODUCTS CO., LTD",Frisco Basic Dog & Cat T-Shirt,PCA3755,"Frisco Basic Dog & Cat T-Shirt, Navy, XX-Large",1500,1000098497,0,50,0.029618999999999996
Personalized & Gifting,Human Apparel,"PCA3755-HANGZHOU TIANYUAN PET PRODUCTS CO., LTD",Frisco Basic Dog & Cat T-Shirt,PCA3755,"Frisco Basic Dog & Cat T-Shirt, Navy, X-Large",1500,1000098491,0,50,0.029618999999999996
Personalized & Gifting,Human Apparel,"PCA3755-HANGZHOU TIANYUAN PET PRODUCTS CO., LTD",Frisco Basic Dog & Cat T-Shirt,PCA3755,"Frisco Basic Dog & Cat T-Shirt, Navy, Large",1500,1000098485,0,50,0.029618999999999996
Personalized & Gifting,Human Apparel,"PCA3755-HANGZHOU TIANYUAN PET PRODUCTS CO., LTD",Frisco Dog & Cat Basic Hoodie,PCA3755,"Frisco Dog & Cat Basic Hoodie, Pink, X-Large",1500,1000065407,0,50,0.044
Personalized & Gifting,Human Apparel,"PCA3755-HANGZHOU TIANYUAN PET PRODUCTS CO., LTD",Frisco Basic Dog & Cat T-Shirt,PCA3755,"Frisco Basic Dog & Cat T-Shirt, Lime, Large",1500,1000065155,0,50,0.01836
Toys,Plush Toys,PCA20837-CA: KIDS FIRST ASIA CO LTD,Frisco Alligator Wagazoo Plush Squeaky Dog Toy,PCA20837,"Frisco Alligator Wagazoo Plush Squeaky Dog Toy, X-Large",1200,1000066733,0,12,0.1116
Personalized,Personalized Pet Products,P19132-YELLOW DOG DESIGN - PL V2C,Frisco Gingham Personalized Dog & Cat Bandana,P19132,"Frisco Gingham Personalized Dog & Cat Bandana, Black, Medium",1,258773,0,1,0
Personalized,Personalized Pet Products,P19132-YELLOW DOG DESIGN - PL V2C,Frisco Gingham Personalized Dog & Cat Bandana,P19132,"Frisco Gingham Personalized Dog & Cat Bandana, Black, Small",1,258772,0,1,0
Apparel,Apparel,"3755-HANGZHOU TIANYUAN PET PRODUCTS CO., LTD",Frisco Basic Dog & Cat Hoodie,3755,"Frisco Basic Dog & Cat Hoodie, Teal, XXX-Large",1500,224925,0,50,0.059625
Personalized,Personalized People Products,P18532-FUJIFILM NORTH AMERICA CORPORATION - V2C,"Frisco ""Spoiled"" White Personalized Coffee Mug",P18532,"Frisco ""Spoiled"" White Personalized Coffee Mug",1,219809,0,0,
Personalized & Gifting,Human Apparel,"PCA3755-HANGZHOU TIANYUAN PET PRODUCTS CO., LTD",Frisco Basic Dog & Cat T-Shirt,PCA3755,"Frisco Basic Dog & Cat T-Shirt, Lime, XXX-Large",,1000082855,0,0,
Personalized & Gifting,Human Apparel,PCA000421-CA: PETTINGZOO SHANGHAI LIMITED,Frisco Mediumweight Colorblock Adventure Insulated Dog & Cat Parka,PCA000421,"Frisco Mediumweight Colorblock Adventure Insulated Dog & Cat Parka, Red, X-Large",,1000083425,0,0,
Apparel,Apparel,P000421-PETTINGZOO SHANGHAI LIMITED,Frisco Pink Fair Isle Dog & Cat Turtleneck Sweater,P000421,"Frisco Pink Fair Isle Dog & Cat Turtleneck Sweater, Large",,3531950,0,0,
Apparel,Apparel,"3755-HANGZHOU TIANYUAN PET PRODUCTS CO., LTD",Frisco Basic Dog & Cat Hoodie,3755,"Frisco Basic Dog & Cat Hoodie, Forest Green, Large",1500,249156,0,50,0.044
Apparel,Apparel,"3755-HANGZHOU TIANYUAN PET PRODUCTS CO., LTD",Frisco Basic Dog & Cat T-Shirt,3755,"Frisco Basic Dog & Cat T-Shirt, Teal, Large",1500,153685,0,50,0.0288
Apparel,Apparel,"3755-HANGZHOU TIANYUAN PET PRODUCTS CO., LTD",Frisco Basic Dog & Cat T-Shirt,3755,"Frisco Basic Dog & Cat T-Shirt, Teal, Medium",1500,153684,0,50,0.013552
Apparel,Apparel,"3755-HANGZHOU TIANYUAN PET PRODUCTS CO., LTD",Frisco Basic Dog & Cat T-Shirt,3755,"Frisco Basic Dog & Cat T-Shirt, Teal, X-Small",1500,153682,0,50,0.013552
Home Goods,Textiles,B000064-PM&J LLC - DIRECT IMPORT,Frisco Microfiber Chenille Paw Print Doormat Runner,B000064,"Frisco Microfiber Chenille Paw Print Doormat Runner, Gray",498,235889,0,6,0.090608625
Toys,Plush Toys,P20837-KIDS FIRST ASIA CO LTD,Frisco Duck Plush Squeaky Dog Toy,P20837,"Frisco Duck Plush Squeaky Dog Toy, X-Small/Small",1224,174683,0,36,0.024948767911050832
Personalized,Personalized Pet Products,P19132-YELLOW DOG DESIGN - PL V2C,Frisco Gingham Personalized Dog & Cat Bandana,P19132,"Frisco Gingham Personalized Dog & Cat Bandana, Pink, Small",1,258778,0,1,0
Personalized,Personalized Pet Products,P19132-YELLOW DOG DESIGN - PL V2C,Frisco Citrus Personalized Dog & Cat Bandana,P19132,"Frisco Citrus Personalized Dog & Cat Bandana, Small",1,258758,0,1,0
Toys,Plush Toys,P20837-KIDS FIRST ASIA CO LTD,Frisco Llama Bobberz Plush Squeaky Dog Toy,P20837,"Frisco Llama Bobberz Plush Squeaky Dog Toy, Large/X-Large",1200,174741,0,24,0.08694639447008552
Personalized,Personalized People Products,P18532-FUJIFILM NORTH AMERICA CORPORATION - V2C,"Frisco ""Woof"" White Personalized Coffee Mug",P18532,"Frisco ""Woof"" White Personalized Coffee Mug",1,219815,0,0,
Specialty Hard Goods,Toys & Decor,B000064-PM&J LLC - DIRECT IMPORT,Frisco Herringbone Small Pet Crinkle Plush Tunnel,B000064,"Frisco Herringbone Small Pet Crinkle Plush Tunnel, Blue",480,278124,0,48,0.21952
Apparel,Apparel,"3755-HANGZHOU TIANYUAN PET PRODUCTS CO., LTD",Frisco Basic Dog & Cat T-Shirt,3755,"Frisco Basic Dog & Cat T-Shirt, Pink, Small",1500,139392,0,50,0.013552
Toys,Interactive Toys,P20837-KIDS FIRST ASIA CO LTD,Frisco Chicken Coop Hide & Seek Puzzle Plush Squeaky Dog Toy,P20837,"Frisco Chicken Coop Hide & Seek Puzzle Plush Squeaky Dog Toy, Small/Medium",1200,174755,0,12,0.07920012830406928
Personalized & Gifting,Human Apparel,PCA000421-CA: PETTINGZOO SHANGHAI LIMITED,Frisco Mediumweight Colorblock Adventure Insulated Dog & Cat Parka,PCA000421,"Frisco Mediumweight Colorblock Adventure Insulated Dog & Cat Parka, Red, Small",,1000083419,0,0,
Personalized,Personalized People Products,P18532-FUJIFILM NORTH AMERICA CORPORATION - V2C,"Frisco ""Bestie Life"" White Personalized Coffee Mug",P18532,"Frisco ""Bestie Life"" White Personalized Coffee Mug",1,219797,0,0,
Apparel,Apparel,"3755-HANGZHOU TIANYUAN PET PRODUCTS CO., LTD",Frisco Birthday Cake Dog & Cat Hat,3755,"Frisco Birthday Cake Dog & Cat Hat, Medium/Large",1500,139519,0,25,0.070756
Apparel,Apparel,"3755-HANGZHOU TIANYUAN PET PRODUCTS CO., LTD",Frisco Birthday Cake Dog & Cat Hat,3755,"Frisco Birthday Cake Dog & Cat Hat, X-Small/Small",1500,139518,0,50,0.052896
Apparel,Apparel,P000421-PETTINGZOO SHANGHAI LIMITED,Frisco Autumn Fair Isle Green Squirrels Dog & Cat Turtleneck Sweater,P000421,"Frisco Autumn Fair Isle Green Squirrels Dog & Cat Turtleneck Sweater, Medium",,3539782,0,0,
Apparel,Apparel,P000421-PETTINGZOO SHANGHAI LIMITED,Frisco Autumn Fair Isle Green Squirrels Dog & Cat Turtleneck Sweater,P000421,"Frisco Autumn Fair Isle Green Squirrels Dog & Cat Turtleneck Sweater, XX-Large",,3539806,0,0,
Personalized,Personalized Pet Products,P19132-YELLOW DOG DESIGN - PL V2C,Frisco Gingham Personalized Dog & Cat Bandana,P19132,"Frisco Gingham Personalized Dog & Cat Bandana, Pink, Large",1,258780,0,1,0
Personalized,Personalized Pet Products,P19132-YELLOW DOG DESIGN - PL V2C,Frisco Gingham Personalized Dog & Cat Bandana,P19132,"Frisco Gingham Personalized Dog & Cat Bandana, Red, Medium",1,258776,0,1,0
Personalized,Personalized Pet Products,P19132-YELLOW DOG DESIGN - PL V2C,Frisco Gingham Personalized Dog & Cat Bandana,P19132,"Frisco Gingham Personalized Dog & Cat Bandana, Blue, Medium",1,258767,0,1,0
Apparel,Apparel,"3755-HANGZHOU TIANYUAN PET PRODUCTS CO., LTD",Frisco I Love Daddy Dog & Cat T-Shirt,3755,"Frisco I Love Daddy Dog & Cat T-Shirt, Gray, X-Small",1500,249262,0,50,0.013552
Apparel,Apparel,"3755-HANGZHOU TIANYUAN PET PRODUCTS CO., LTD",Frisco Basic Dog & Cat Hoodie,3755,"Frisco Basic Dog & Cat Hoodie, Red, X-Large",1500,144404,0,50,0.044
Dog Treats,Long Lasting,P18511-TORITO BRANDS LLC - PL,"Chewy Curly Bully Stick 7-10"" Dog Treats",P18511,"Chewy Curly Bully Stick 7-10"" Dog Treats, 3 count",,3514294,0,0,
Dog Treats,Long Lasting,P18511-TORITO BRANDS LLC - PL,"Chewy 12"" Thin Bully Sticks Dog Treat",P18511,"Chewy 12"" Thin Bully Sticks Dog Treat, 10 count",,3514190,0,0,
Dog Treats,Indulgent,P18511-TORITO BRANDS LLC - PL,"Chewy All-Natural Lamb Lung Filets Dehydrated Dog Treats, 12-oz bag",P18511,"Bones & Chews All-Natural Lamb Lung Filets Dehydrated Dog Treats, 12-oz bag",,3514678,0,0,
Dog Treats,Long Lasting,P18511-TORITO BRANDS LLC - PL,Chewy Bully Bites,P18511,"Chewy Bully Bites, 2-lb bag",,3514270,0,0,
Dog Treats,Long Lasting,P19285-SUMMMA INTERNATIONAL LLC - PL,Chewy Beef Basted Rawhide Chips Dog Treats,P19285,"Chewy Beef Basted Rawhide Chips Dog Treats, 16-oz bag",,3515414,0,0,
Dog Treats,Long Lasting,P000539-BEAVER CREEK PRODUCTS LLC,"Chewy Made in USA 12"" Twisted Bully Stick Dog Treat",P000539,"Chewy Made in USA 12"" Twisted Bully Stick Dog Treat, 3 count",,3515014,0,0,
Dog Treats,Long Lasting,P19285-SUMMMA INTERNATIONAL LLC - PL,"Chewy 5"" Rawhide Twist Sticks Dog Treats",P19285,"Chewy 5"" Rawhide Twist Sticks Dog Treats, 28-oz bag",,3515350,0,0,
Dog Treats,Long Lasting,P27946-Himalayan Dog Chews - PL,Chewy Made in USA Deer Antler Dog Chew,P27946,"Chewy Made in USA Deer Antler Dog Chew, XX-Large: 10.5 - 11.5-in",,3515814,0,0,
Dog Treats,Long Lasting,"P000512-JONES NATURALS, LLC",Chewy Made in USA Chicken & Rice Flavored Filled Beef Trachea Dog Treats,P000512,"Chewy Made in USA Chicken & Rice Flavored Filled Beef Trachea Dog Treats, 10 count",,3515110,0,0,
Cat Food,Toppers,P000489-US PET NUTRITION LLC,"Chewy Broths Tuna, Shrimp & Whitefish Recipe Wet Cat Food Complement Pouches, 1.4 oz case of 16",P000489,"Chewy Broths Tuna, Shrimp & Whitefish Recipe Wet Cat Food Complement Pouches, 1.4 oz case of 16",,3274246,0,0,
Cat Treats,Lickable,P000489-US PET NUTRITION LLC,Chewy Lickables Bisque Tuna & Shrimp Recipe Cat Treat & Topper,P000489,"Chewy Lickables Bisque Tuna & Shrimp Recipe Cat Treat & Topper, 1.4-oz pouch, case of 12",,3274478,0,0,
Dog Treats,Long Lasting,P23878-BarkDine Innovations LLC,"Chewy Made in USA Jumbo Bully Stick 6"" Dog Treats",P23878,"Chewy Made in USA Jumbo Bully Stick 6"" Dog Treats, 3 count",,3515142,0,0,
Litter,Clumping Clay,P000612-PESTELL PET PRODUCTS,Chewy Attractant Multi-Cat Clumping Clay Cat Litter,P000612,"Chewy Attractant Multi-Cat Clumping Clay Cat Litter, 20-lb bag",,3274294,0,0,
Cat Food,Toppers,P000489-US PET NUTRITION LLC,"Chewy Broths Chicken, Carrots & Pumpkin Recipe Wet Cat Food Complement Pouches, 1.4 oz case of 16",P000489,"Chewy Broths Chicken, Carrots & Pumpkin Recipe Wet Cat Food Complement Pouches, 1.4 oz case of 16",,3274366,0,0,
Cat Treats,Lickable,P000489-US PET NUTRITION LLC,"Chewy Lickables Bisque Senior Formula, Tuna & Chicken Recipe Cat Treat & Topper",P000489,"Chewy Lickables Bisque Senior Formula, Tuna & Chicken Recipe Cat Treat & Topper, 1.4-oz pouch, case of 12",,3274590,0,0,
Dog Food,Dry Food,B213591-ALPHIA INC - Hazelton Single Source,Chewy High Protein Grain-Free Large Breed Puppy Salmon & Sweet Potato Recipe Dry Dog Food,B213591,"Chewy High Protein Grain-Free Large Breed Puppy Salmon & Sweet Potato Recipe Dry Dog Food, 24-lb bag",,3274622,0,0,
Dog Food,Dry Food,P19098-PERFECTION PET FOODS LLC - PL,"Chewy Wholesome Grains Small Breed Chicken, Brown Rice & Vegetables Recipe Adult Dry Dog Food",P19098,"Chewy Wholesome Grains Small Breed Chicken, Brown Rice & Vegetables Recipe Adult Dry Dog Food, 14-lb bag",,3274654,0,0,
Dog Treats,Long Lasting,B185111-Torito Brands LLC - PL,Chewy Turkey Tendon Dog Treats,B185111,"Chewy Turkey Tendon Dog Treats, 16-oz bag",6,1760718,0,12,
Dog Treats,Long Lasting,P19285-SUMMMA INTERNATIONAL LLC - PL,"Chewy 5"" Compressed Rawhide Twist Sticks Dog Treats",P19285,"Chewy 5"" Compressed Rawhide Twist Sticks Dog Treats, 100 count",,3515334,0,0,
Dog Food,Dry Food,P19098-PERFECTION PET FOODS LLC - PL,"Chewy Wholesome Grains Senior Salmon, Brown Rice & Vegetables Recipe Dry Dog Food",P19098,"Chewy Wholesome Grains Senior Salmon, Brown Rice & Vegetables Recipe Dry Dog Food, 28-lb bag",,3274702,0,0,
Dog Food,Wet Food,B000036-SIMMONS PET FOOD INC,Chewy Premium Loaf Chicken Recipe Grain-Free Canned Dog Food,B000036,"Chewy Premium Loaf Chicken Recipe Grain-Free Canned Dog Food, 12.5-oz can, case of 12",,3274974,0,0,
Cat Food,Toppers,P000489-US PET NUTRITION LLC,"Chewy Broths Salmon, Tomatoes & Kale Recipe Wet Cat Food Complement Pouches, 1.4 oz case of 16",P000489,"Chewy Broths Salmon, Tomatoes & Kale Recipe Wet Cat Food Complement Pouches, 1.4 oz case of 16",,3274278,0,0,
Dog Treats,Indulgent,"P21517-Carolina Prime Pet, Inc",Chewy Sweet Potato Chew Dehydrated Dog Treats,P21517,"Chewy Sweet Potato Chew Dehydrated Dog Treats, 16-oz bag",,1818062,0,0,
Dog Treats,Long Lasting,P19285-SUMMMA INTERNATIONAL LLC - PL,Chewy Rawhide Retriever Roll Dog Treats,P19285,"Chewy Rawhide Retriever Roll Dog Treats, 7"", 10 count",,3515494,0,0,
Dog Treats,Long Lasting,P27946-Himalayan Dog Chews - PL,Chewy Made in USA Elk Antler Dog Chew,P27946,"Bones & Chews Made in USA Elk Antler Dog Chew, X-Large: 9.5 - 10.5-in",,3515670,0,0,
Dog Food,Dry Food,P19098-PERFECTION PET FOODS LLC - PL,"Chewy Wholesome Grains Large Breed Chicken, Brown Rice & Vegetables Recipe Dry Dog Food",P19098,"Chewy Wholesome Grains Large Breed Chicken, Brown Rice & Vegetables Recipe Dry Dog Food, 28-lb bag",,3274782,0,0,
Dog Food,Dry Food,P19098-PERFECTION PET FOODS LLC - PL,"Chewy Wholesome Grains Small Breed Salmon, Brown Rice & Vegetables Recipe Adult Dry Dog Food",P19098,"Chewy Wholesome Grains Small Breed Salmon, Brown Rice & Vegetables Recipe Adult Dry Dog Food, 14-lb bag",,3275038,0,0,
Dog Treats,Long Lasting,P18512-PRAIRIE DOG PET PRODUCTS - PL,Chewy Made in USA Deer Antler Dog Chew,P18512,"Chewy Made in USA Deer Antler Dog Chew, X-Large: 9.5 - 10.5-in",,,0,0,
Dog Treats,Long Lasting,P18512-PRAIRIE DOG PET PRODUCTS - PL,Chewy Made in USA Deer Antler Dog Chew,P18512,"Chewy Made in USA Deer Antler Dog Chew, 9.5+ in, XX-Large",,,0,0,
Dog Treats,Long Lasting,B25678-Western Point,Chewy Made in USA Elk Antler Split Dog Chew,B25678,"Chewy Made in USA Elk Antler Split Dog Chew, 6.0 - 7.5-in, Medium",,,0,0,
Dog Treats,Long Lasting,P18511-TORITO BRANDS LLC - PL,"Chewy 6"" Mega Bully Sticks",P18511,"Chewy 6"" Mega Bully Sticks, 3 count",,3514254,0,0,
Dog Treats,Indulgent,P18511-TORITO BRANDS LLC - PL,"Chewy All-Natural Beef Lung Filets Dehydrated Dog Treats, 12-oz bag",P18511,"Bones & Chews All-Natural Beef Lung Filets Dehydrated Dog Treats, 12-oz bag",,3514646,0,0,
Cat Food,Toppers,P000489-US PET NUTRITION LLC,"Chewy Broths Seafood Variety Pack Wet Cat Food Complement Pouches, 1.4 oz case of 12",P000489,"Chewy Broths Seafood Variety Pack Wet Cat Food Complement Pouches, 1.4 oz case of 12",,3274318,0,0,
