CHW_SKU_NUMBER	MC2_NAME	MC3_NAME	CHW_PRIMARY_SUPPLIER_NAME	PRODUCT	CHW_PRIMARY_SUPPLIER_NUMBER	SKU_NAME	PURCHASE_MOQ	CHW_UNITS_PER_CARTON	CHW_MASTER_CASE_PACK	CHW_MASTER_CARTON_CBM	DEST	Demand
247916	Containment & Gear	Containment	B000164-PMandJ LLC - Vietnam	Frisco Heavy Duty All-in-1 Multi-Stage 3 Door Collapsible Wire Dog Crate	B000164	Frisco Heavy Duty All-in-1 Multi-Stage 3 Door Collapsible Wire Dog Crate, Large	250	1.0	1.0	0.08927973438572251	MDT1	78.20629093060288
128075	Beds & Furniture	Furniture	B3755-HANGZHOU TIANYUAN PET PRODUCTS CO., LTD.(Cambodia)	Frisco 33-in Heavy Duty Sisal Cat Scratching Post	B3755	Frisco 33-in Heavy Duty Sisal Cat Scratching Post, Cream	100	1.0	1.0	0.0409605	MDT1	2258.2206491917805
144850	Containment & Gear	Containment	B000064-PM&J LLC - DIRECT IMPORT	Frisco Dog Crate Mat	B000064	Frisco Dog Crate Mat, Dark Gray, 54-in	252	0.0	12.0	0.6736127999999999	MDT1	65.4267574212956
353207	Containment & Gear	Gear	P000544-SHANGHAI SENFUL CO LTD	Frisco Bolster Bench Car Seat Cover	P000544	Frisco Bolster Bench Car Seat Cover, Large, Black	300	0.0	4.0	0.134946	MDT1	0.0
210235	Containment & Gear	Containment	B000064-PM&J LLC - DIRECT IMPORT	Frisco Gray Basket Weave Dog Crate Mat	B000064	Frisco Gray Basket Weave Dog Crate Mat, 48-in	504	0.0	8.0	0.21888	MDT1	0.0
169663	Containment & Gear	Gear	P000544-SHANGHAI SENFUL CO LTD	Frisco Water Resistant Hammock Car Seat Cover	P000544	Frisco Water Resistant Hammock Car Seat Cover, Regular, Black	300	0.0	12.0	0.06786	MDT1	0.0
89558	Waste Management	Potty Pads & Diapers	P000486-TIANJIN YIYI HYGIENE PRODUCTS CO. LTD	Frisco Giant Premium Dog Training & Potty Pads	P000486	Frisco Giant Premium Dog Training & Potty Pads, 27.5 x 44-in, Unscented, 30 count	800	4.0	4.0	0.08105937708699906	MDT1	378.4566275135714
97486	Containment & Gear	Containment	P000398-TANGSHAN KANGBEI PET PRODUCTS CO. LTD	Frisco Dog & Small Pet Wire Exercise Pen with Step-Through Door	P000398	Frisco Dog & Small Pet Wire Exercise Pen with Step-Through Door, Black, 42-in	400	0.0	1.0	0.050404626931124304	MDT1	102.11164143673489
160808	Containment & Gear	Containment	B000164-PMandJ LLC - Vietnam	Frisco Fold & Carry Single Door Collapsible Wire Dog Crate	B000164	Frisco Fold & Carry Single Door Collapsible Wire Dog Crate, Blue, Small	250	1.0	1.0	0.032732810148442315	MDT1	79.94359163616603
163749	Beds & Furniture	Furniture	B3755-HANGZHOU TIANYUAN PET PRODUCTS CO., LTD.(Cambodia)	Frisco 33-in Heavy Duty Sisal Cat Scratching Post	B3755	Frisco 33-in Heavy Duty Sisal Cat Scratching Post, Gray	100	1.0	1.0	0.0409605	MDT1	1769.3017831053312
163745	Beds & Furniture	Furniture	B3755-HANGZHOU TIANYUAN PET PRODUCTS CO., LTD.(Cambodia)	Frisco 20-in Faux Fur Cat Tree	B3755	Frisco 20-in Faux Fur Cat Tree, Gray	100	1.0	1.0	0.02467125	MDT1	203.60636810146391
140149	Beds & Furniture	Furniture	7701-TIANJIN QINGQUAN PET PRODUCTS CO. LTD	Frisco 21-in Sisal Cat Scratching Post with Toy	7701	Frisco 21-in Sisal Cat Scratching Post with Toy, Cream, 1 count	100	1.0	1.0	0.009900155035172083	MDT1	178.5388401753545
173778	Waste Management	Potty Pads & Diapers	P000486-TIANJIN YIYI HYGIENE PRODUCTS CO. LTD	Frisco Medium Dog Training & Potty Pads	P000486	Frisco Medium Dog Training & Potty Pads, 21 x 21-in, Unscented, 100 count	800	4.0	4.0	0.059441430845267304	MDT1	584.0255026933073
211404	Beds & Furniture	Furniture	7701-TIANJIN QINGQUAN PET PRODUCTS CO. LTD	Frisco 21-in Sisal Cat Scratching Post with Toy	7701	Frisco 21-in Sisal Cat Scratching Post with Toy, Gray, 1 count	100	1.0	1.0	0.009900128304796788	MDT1	56.03219159154566
144994	Containment & Gear	Containment	P000544-SHANGHAI SENFUL CO LTD	Frisco Premium Travel Bag Dog & Cat Carrier	P000544	Frisco Premium Travel Bag Dog & Cat Carrier, Black, Small	300	10.0	10.0	0.069905	MDT1	0.0
258360	Containment & Gear	Gear	P000544-SHANGHAI SENFUL CO LTD	Frisco Quilted Water Resistant Bench Car Seat Cover	P000544	Frisco Quilted Water Resistant Bench Car Seat Cover, Cream	300	0.0	4.0	0.08398	MDT1	0.0
112076	Beds & Furniture	Beds	B3722-CAMBODIA JIANG SU ZHONG HENG PET ARTICLES JOINT-STOCK CO.,	Frisco Steel-Framed Elevated Dog Bed	B3722	Frisco Steel-Framed Elevated Dog Bed, Gray, Large	250	5.0	5.0	0.0636771	MDT1	205.04486740755215
336834	Beds & Furniture	Beds	B000064-PM&J LLC - DIRECT IMPORT	Frisco Sherpa Reversible Cat Mat, Calico Cat	B000064	Frisco Sherpa Reversible Cat Mat, Calico Cat	288	0.0	72.0	0.5054040937554747	MDT1	43.32010135959515
144826	Beds & Furniture	Beds	B000064-PM&J LLC - DIRECT IMPORT	Frisco Sherpa Reversible Cat Mat	B000064	Frisco Sherpa Reversible Cat Mat, Light Gray Basket Weave Print	288	0.0	72.0	0.5054049125105486	MDT1	44.75275324499983
255337	Containment & Gear	Containment	B000064-PM&J LLC - DIRECT IMPORT	Frisco Self Warming Dog Crate Mat	B000064	Frisco Self Warming Dog Crate Mat, 36-in	240	0.0	24.0	0.407407	MDT1	0.0
289633	Containment & Gear	Containment	B000064-PM&J LLC - DIRECT IMPORT	Frisco Faux Linen Dog Crate Cover	B000064	Frisco Faux Linen Dog Crate Cover, Brown, 48in	248	0.0	8.0	0.0384	MDT1	0.0
113293	Beds & Furniture	Beds	B000064-PM&J LLC - DIRECT IMPORT	Frisco Faux Suede Pillow Cat & Dog Bed with Removable Cover	B000064	Frisco Faux Suede Pillow Cat & Dog Bed with Removable Cover, Khaki Green, Medium	256	0.0	8.0	0.3968038569137037	MDT1	0.0
373443	Beds & Furniture	Furniture	3755-HANGZHOU TIANYUAN PET PRODUCTS CO., LTD	Frisco Cushioned Wall Mounted Cat Wall Shelf	3755	Frisco Cushioned Wall Mounted Cat Wall Shelf	100	0.0	1.0	0.01361617646445587	MDT1	51.82019864898791
296690	Beds & Furniture	Furniture	P19403-SHANDONG DONGYANGTAI HANDICRAFTS CO.,LTD	Frisco Sunflower Cat Scratching Post, Single Post	P19403	Frisco Sunflower Cat Scratching Post, Single Post	50	1.0	1.0	0.029106	MDT1	50.041023849522574
140162	Beds & Furniture	Beds	B000064-PM&J LLC - DIRECT IMPORT	Frisco Covered Tent Cat & Dog Bed	B000064	Frisco Covered Tent Cat & Dog Bed, Beige, Medium	256	0.0	8.0	0.25855451313697564	MDT1	0.0
105074	Beds & Furniture	Furniture	B3755-HANGZHOU TIANYUAN PET PRODUCTS CO., LTD.(Cambodia)	Frisco 20-in Faux Fur Cat Tree	B3755	Frisco 20-in Faux Fur Cat Tree, Ivory	100	1.0	1.0	0.02467125	MDT1	36.88899477481242
256024	Containment & Gear	Containment	B000064-PM&J LLC - DIRECT IMPORT	Frisco Cooling Orthopedic Dog Crate Mat	B000064	Frisco Cooling Orthopedic Dog Crate Mat, 54-in	256	0.0	8.0	0.767312	MDT1	142.2085481522764
144986	Containment & Gear	Containment	P000544-SHANGHAI SENFUL CO LTD	Frisco Basic Dog & Cat Carrier Bag, Black	P000544	Frisco Basic Dog & Cat Carrier Bag, Black, Pink Trim, Small/Medium	300	10.0	10.0	0.068816	MDT1	0.0
144846	Containment & Gear	Containment	B000064-PM&J LLC - DIRECT IMPORT	Frisco Dog Crate Mat	B000064	Frisco Dog Crate Mat, Dark Gray, 30-in	240	0.0	24.0	0.408	MDT1	0.0
232173	Beds & Furniture	Beds	B000064-PM&J LLC - DIRECT IMPORT	Frisco Quilted Orthopedic Pillow Lounger Cat & Dog Bed with Removable Cover	B000064	Frisco Quilted Orthopedic Pillow Lounger Cat & Dog Bed with Removable Cover, Gray, Large	252	0.0	6.0	0.279075	MDT1	0.0
289340	Beds & Furniture	Furniture	3755-HANGZHOU TIANYUAN PET PRODUCTS CO., LTD	Frisco Animal Series Cat Condo, Llama	3755	Frisco Animal Series Cat Condo, Llama	100	1.0	1.0	0.059746790368617235	MDT1	26.61815587405853
309793	Waste Management	Potty Pads & Diapers	P000486-TIANJIN YIYI HYGIENE PRODUCTS CO. LTD	Frisco X-Large Eco-Conscious Dog Training & Potty Pads	P000486	Frisco X-Large Eco-Conscious Dog Training & Potty Pads, 28 x 34-in, Unscented, 75 count	800	1.0	1.0	0.04373732259628063	MDT1	228.41047051382364
227462	Waste Management	Potty Pads & Diapers	P000486-TIANJIN YIYI HYGIENE PRODUCTS CO. LTD	Frisco Giant Charcoal Dog Training & Potty Pads	P000486	Frisco Giant Charcoal Dog Training & Potty Pads, 27.5 x 44-in, Unscented, 50 count	800	1.0	1.0	0.034453041843951454	MDT1	155.9720321560223
165204	Beds & Furniture	Beds	B000064-PM&J LLC - DIRECT IMPORT	Frisco Quilted Orthopedic Pillow Lounger Cat & Dog Bed with Removable Cover	B000064	Frisco Quilted Orthopedic Pillow Lounger Cat & Dog Bed with Removable Cover, Beige, Large	252	0.0	6.0	0.279075	MDT1	139.6008688769435
271613	Containment & Gear	Gear	P000544-SHANGHAI SENFUL CO LTD	Frisco Quilted Front Carseat Cover, Black, Regular	P000544	Frisco Quilted Front Carseat Cover, Black, Regular	300	0.0	12.0	0.084303	MDT1	0.0
280288	Containment & Gear	Containment	P18120-NINGBO KONY METAL PRODUCTS CO LTD	Frisco Metal Pattern Extra Tall Auto-close Dog Gate	P18120	Frisco Metal Pattern Extra Tall Auto-close Dog  Gate, 41-in, Black	150	0.0	1.0	0.05582170400561512	MDT1	44.14909385094879
256020	Containment & Gear	Containment	B000064-PM&J LLC - DIRECT IMPORT	Frisco Cooling Orthopedic Dog Crate Mat	B000064	Frisco Cooling Orthopedic Dog Crate Mat, 30-in	240	0.0	24.0	0.44352	MDT1	0.0
277914	Containment & Gear	Gear	P000544-SHANGHAI SENFUL CO LTD	Frisco Dog Bucket Booster Seat	P000544	Frisco Travel Dog Bucket Booster Seat, Black, Large	300	0.0	4.0	0.200694	MDT1	0.0
110502	Containment & Gear	Containment	B000064-PM&J LLC - DIRECT IMPORT	Frisco Swirl Dog Crate Mat	B000064	"Frisco Swirl Dog Crate Mat, Mocha, 18"""	240	0.0	48.0	0.215636	MDT1	0.0
128079	Beds & Furniture	Furniture	B3755-HANGZHOU TIANYUAN PET PRODUCTS CO., LTD.(Cambodia)	Frisco 33-in Heavy Duty Sisal Cat Scratching Post	B3755	Frisco 33-in Heavy Duty Sisal Cat Scratching Post, Brown	100	1.0	1.0	0.0409605	MDT1	160.20895354059982
143963	Containment & Gear	Gear	P000544-SHANGHAI SENFUL CO LTD	Frisco Water Resistant Bench Car Seat Cover	P000544	Frisco Water Resistant Bench Car Seat Cover, Regular, Grey	300	0.0	12.0	0.06786	MDT1	0.0
373439	Beds & Furniture	Furniture	3755-HANGZHOU TIANYUAN PET PRODUCTS CO., LTD	Frisco Acrylic Bowl Wall Mounted Cat Wall Shelf	3755	Frisco Acrylic Bowl Wall Mounted Cat Wall Shelf	100	0.0	1.0	0.05747574488062576	MDT1	79.91573378030263
110504	Containment & Gear	Containment	B000064-PM&J LLC - DIRECT IMPORT	Frisco Swirl Dog Crate Mat	B000064	"Frisco Swirl Dog Crate Mat, Mocha, 24"""	252	0.0	36.0	0.37271	MDT1	0.0
109780	Containment & Gear	Containment	B000164-PMandJ LLC - Vietnam	Frisco Heavy Duty Fold & Carry Single Door Collapsible Wire Dog Crate	B000164	Frisco Heavy Duty Fold & Carry Single Door Collapsible Wire Dog Crate, Small	250	1.0	1.0	0.03519990316663352	MDT1	91.21774463193888
109788	Containment & Gear	Containment	B000164-PMandJ LLC - Vietnam	Frisco Heavy Duty Fold & Carry Double Door Collapsible Wire Dog Crate	B000164	Frisco Heavy Duty Fold & Carry Double Door Collapsible Wire Dog Crate, Small	250	1.0	1.0	0.03519990316663352	MDT1	54.31369315685136
256023	Containment & Gear	Containment	B000064-PM&J LLC - DIRECT IMPORT	Frisco Cooling Orthopedic Dog Crate Mat	B000064	Frisco Cooling Orthopedic Dog Crate Mat, 48-in	250	0.0	10.0	0.717288	MDT1	60.21367813883629
221970	Containment & Gear	Containment	P18120-NINGBO KONY METAL PRODUCTS CO LTD	Frisco Steel Extra Wide Auto-Close Dog Gate	P18120	Frisco Steel Extra Wide Auto-Close Dog Gate, Gray, 30-in	100	1.0	1.0	0.04838844185387924	MDT1	30.342736368056812
277916	Containment & Gear	Gear	P000544-SHANGHAI SENFUL CO LTD	Frisco Dog Bucket Booster Seat	P000544	Frisco Travel Dog Bucket Booster Seat, Gray/Teal, Large	300	0.0	4.0	0.200694	MDT1	0.0
278180	Containment & Gear	Containment	B000064-PM&J LLC - DIRECT IMPORT	Frisco Swirl Dog Crate Mat	B000064	"Frisco Swirl Dog Crate Mat, Gray, 36"""	240	0.0	24.0	0.5733	MDT1	0.0
144847	Containment & Gear	Containment	B000064-PM&J LLC - DIRECT IMPORT	Frisco Dog Crate Mat	B000064	Frisco Dog Crate Mat, Dark Gray, 36-in	256	0.0	16.0	0.308016	MDT1	0.0
110503	Containment & Gear	Containment	B000064-PM&J LLC - DIRECT IMPORT	Frisco Swirl Dog Crate Mat	B000064	"Frisco Swirl Dog Crate Mat, Mocha, 22"""	240	0.0	48.0	0.35511	MDT1	0.0
299415	Containment & Gear	Containment	B000064-PM&J LLC - DIRECT IMPORT	Frisco Durable Crate Mat	B000064	Frisco Durable Crate Mat, Black, 35-in	252	0.0	12.0	0.357357	MDT1	0.0
361012	Containment & Gear	Containment	P20745-XIAMEN SUNNYPET PRODUCT CO LTD	Frisco Outdoor Wooden Cat House with Balcony & Step Ladder	P20745	Frisco Outdoor Wooden Cat House with Balcony & Step Ladder, Brown	100	0.0	1.0	0.097284	MDT1	16.021294417910557
258358	Containment & Gear	Gear	P000544-SHANGHAI SENFUL CO LTD	Frisco Premium Quilted Water Resistant Hammock Car Seat Cover with Seatbelt Tether & Travel Bag	P000544	Frisco Premium Quilted Water Resistant Hammock Car Seat Cover with Seatbelt Tether & Travel Bag, Black/Teal	300	0.0	4.0	0.0918	MDT1	0.0
110506	Containment & Gear	Containment	B000064-PM&J LLC - DIRECT IMPORT	Frisco Swirl Dog Crate Mat	B000064	"Frisco Swirl Dog Crate Mat, Mocha, 36"""	240	0.0	24.0	0.5733	MDT1	0.0
140154	Containment & Gear	Gear	B3755-HANGZHOU TIANYUAN PET PRODUCTS CO., LTD.(Cambodia)	Frisco 18.5 or 24.5 Inch 2-in-1 Cat & Dog Stairs	B3755	Frisco 18.5 or 24.5 Inch 2-in-1 Cat & Dog Stairs	100	1.0	1.0	0.06119297095574879	MDT1	29.978768989543042
156784	Containment & Gear	Gear	3755-HANGZHOU TIANYUAN PET PRODUCTS CO., LTD	Frisco Deluxe Wooden Carpeted Cat & Dog Ramp	3755	Frisco Deluxe Wooden Carpeted Cat & Dog Ramp, Brown	100	1.0	1.0	0.07556847024567044	MDT1	25.270305323962333
278181	Containment & Gear	Containment	B000064-PM&J LLC - DIRECT IMPORT	Frisco Swirl Dog Crate Mat	B000064	"Frisco Swirl Dog Crate Mat, Gray, 42"""	256	0.0	16.0	0.57876	MDT1	0.0
256022	Containment & Gear	Containment	B000064-PM&J LLC - DIRECT IMPORT	Frisco Cooling Orthopedic Dog Crate Mat	B000064	Frisco Cooling Orthopedic Dog Crate Mat, 42-in	250	0.0	10.0	0.595296	MDT1	307.70100004588477
346083	Containment & Gear	Gear	P000544-SHANGHAI SENFUL CO LTD	Frisco Travel Safety Dog & Cat Carrier	P000544	Frisco Travel Safety Dog & Cat Carrier, Medium	300	0.0	10.0	0.10431	MDT1	19.425496612801375
252034	Containment & Gear	Containment	P000398-TANGSHAN KANGBEI PET PRODUCTS CO. LTD	Frisco Ultimate Heavy Duty Steel Metal Playpen	P000398	Frisco Ultimate Outdoor Heavy Duty Steel Metal Playpen, 1 count	50	1.0	1.0	0.12768521318493523	MDT1	25.04126666365528
258357	Containment & Gear	Gear	P000544-SHANGHAI SENFUL CO LTD	Frisco Premium Quilted Water Resistant Hammock Car Seat Cover with Seatbelt Tether & Travel Bag	P000544	Frisco Premium Quilted Water Resistant Hammock Car Seat Cover with Seatbelt Tether & Travel Bag, Black/Gray	300	0.0	4.0	0.0918	MDT1	36.714043717600326
256021	Containment & Gear	Containment	B000064-PM&J LLC - DIRECT IMPORT	Frisco Cooling Orthopedic Dog Crate Mat	B000064	Frisco Cooling Orthopedic Dog Crate Mat, 36-in	252	0.0	18.0	0.70488	MDT1	0.0
305151	Containment & Gear	Containment	3755-HANGZHOU TIANYUAN PET PRODUCTS CO., LTD	Frisco Arch 4-Panel Solid Wood Dog Gate	3755	Frisco Arch 4-Panel Solid Wood Dog Gate, 36-in, Gray	100	1.0	1.0	0.0750471582214558	MDT1	34.03700766393201
88787	Containment & Gear	Containment	B000164-PMandJ LLC - Vietnam	Frisco Fold & Carry Double Door Collapsible Wire Dog Crate	B000164	Frisco Fold & Carry Double Door Collapsible Wire Dog Crate, Medium	250	0.0	1.0	0.04544847342854879	MDT1	138.65798383765494
211408	Beds & Furniture	Furniture	B3755-HANGZHOU TIANYUAN PET PRODUCTS CO., LTD.(Cambodia)	Frisco 20-in Faux Fur Cat Tree	B3755	Frisco 20-in Faux Fur Cat Tree, Cheetah	100	1.0	1.0	0.02467125	MDT1	38.52274726284201
952926	Beds & Furniture	Furniture	B3755-HANGZHOU TIANYUAN PET PRODUCTS CO., LTD.(Cambodia)	"Frisco Lucky Bamboo 35.5"" Cat Scratching Posts with Toys"	B3755	"Frisco Lucky Bamboo 35.5"" Cat Scratching Posts with Toys"	100	0.0	1.0	0.036665875	MDT1	19.35415460244698
214391	Beds & Furniture	Furniture	B3755-HANGZHOU TIANYUAN PET PRODUCTS CO., LTD.(Cambodia)	Frisco 65-in XXL Heavy Duty Cat Tree	B3755	Frisco 65-in XXL Heavy Duty Cat Tree, Cream	100	1.0	1.0	0.122923125	MDT1	79.27421176010081
211405	Beds & Furniture	Furniture	7701-TIANJIN QINGQUAN PET PRODUCTS CO. LTD	Frisco 21-in Sisal Cat Scratching Post with Toy	7701	Frisco 21-in Sisal Cat Scratching Post with Toy, Cheetah, 1 count	100	1.0	1.0	0.009900128304796788	MDT1	10.241155114706364
210136	Beds & Furniture	Beds	B000064-PM&J LLC - DIRECT IMPORT	Frisco Long Faux Fur Donut Cat & Dog Bed	B000064	Frisco Long Faux Fur Donut Cat & Dog Bed, Sand, Medium	256	0.0	8.0	0.47812964739633185	MDT1	0.0
112081	Beds & Furniture	Beds	B3722-CAMBODIA JIANG SU ZHONG HENG PET ARTICLES JOINT-STOCK CO.,	Frisco Replacement Cover for Steel-Framed Elevated Dog Bed	B3722	Frisco Replacement Cover for Steel-Framed Elevated Dog Bed, Terracotta, L:  43.7-in L  x  32.4-in W, 1 count	264	24.0	24.0	0.04941	MDT1	0.0
99229	Beds & Furniture	Beds	B3722-CAMBODIA JIANG SU ZHONG HENG PET ARTICLES JOINT-STOCK CO.,	Frisco Steel-Framed Elevated Dog Bed	B3722	Frisco Steel-Framed Elevated Dog Bed, Brown, Medium	252	6.0	6.0	0.05881245	MDT1	0.0
112072	Beds & Furniture	Beds	B3722-CAMBODIA JIANG SU ZHONG HENG PET ARTICLES JOINT-STOCK CO.,	Frisco Steel-Framed Elevated Dog Bed	B3722	Frisco Steel-Framed Elevated Dog Bed, Green, Large	250	5.0	5.0	0.0636771	MDT1	103.68582969794826
232171	Beds & Furniture	Beds	B000064-PM&J LLC - DIRECT IMPORT	Frisco Quilted Orthopedic Pillow Lounger Cat & Dog Bed with Removable Cover	B000064	Frisco Quilted Orthopedic Pillow Lounger Cat & Dog Bed with Removable Cover, Gray, Small	248	0.0	8.0	0.1449	MDT1	0.0
952894	Beds & Furniture	Furniture	3755-HANGZHOU TIANYUAN PET PRODUCTS CO., LTD	"Frisco Tiki Hut 31"" Cat Tree & Condo"	3755	"Frisco Tiki Hut 31"" Cat Tree & Condo"	100	0.0	1.0	0.052668255967032895	MDT1	0.0
214354	Beds & Furniture	Furniture	B3755-HANGZHOU TIANYUAN PET PRODUCTS CO., LTD.(Cambodia)	Frisco Wall Sisal Cat Scratcher	B3755	Frisco Wall Sisal Cat Scratcher, Cream, Large	100	10.0	10.0	0.0951555	MDT1	306.50623751687607
101803	Beds & Furniture	Furniture	B3755-HANGZHOU TIANYUAN PET PRODUCTS CO., LTD.(Cambodia)	Frisco 68-in Faux Fur Cat Tree & Condo	B3755	Frisco 68-in Faux Fur Cat Tree & Condo, Cream	100	1.0	1.0	0.09408	MDT1	49.43966034608505
211409	Beds & Furniture	Furniture	B3755-HANGZHOU TIANYUAN PET PRODUCTS CO., LTD.(Cambodia)	Frisco 52-in Faux Fur Cat Tree & Condo	B3755	Frisco 52-in Faux Fur Cat Tree & Condo, Cheetah	100	1.0	1.0	0.064896	MDT1	24.760637330545958
101801	Beds & Furniture	Furniture	B3755-HANGZHOU TIANYUAN PET PRODUCTS CO., LTD.(Cambodia)	Frisco 48-in Faux Fur Cat Tree & Condo	B3755	Frisco 48-in Faux Fur Cat Tree & Condo, Brown	100	1.0	1.0	0.113715	MDT1	31.66251929479876
92261	Beds & Furniture	Furniture	B3755-HANGZHOU TIANYUAN PET PRODUCTS CO., LTD.(Cambodia)	Frisco 52-in Faux Fur Cat Tree & Condo	B3755	Frisco 52-in Faux Fur Cat Tree & Condo, Cream	100	1.0	1.0	0.064896	MDT1	167.8036905849439
309822	Waste Management	Poop Bags	B3722-CAMBODIA JIANG SU ZHONG HENG PET ARTICLES JOINT-STOCK CO.,	Frisco Dog Poop Bag Solid Assortment in Teal Blue, Violet, Gray, & Coral	B3722	Frisco Dog Poop Bag Solid Assortment in Teal Blue, Violet, Gray, & Coral, 270 count	504	24.0	24.0	0.0406848	MDT1	69.33400958385407
173772	Waste Management	Potty Pads & Diapers	P000486-TIANJIN YIYI HYGIENE PRODUCTS CO. LTD	Frisco Giant Premium Dog Training & Potty Pads	P000486	Frisco Giant Premium Dog Training & Potty Pads, 27.5 x 44-in, Unscented, 100 count	800	1.0	1.0	0.06612378481609907	MDT1	362.6174422506712
149806	Waste Management	Potty Pads & Diapers	P000486-TIANJIN YIYI HYGIENE PRODUCTS CO. LTD	Frisco Leak-Proof Diapers	P000486	Frisco Disposable Female Dog Diapers, Large 12 count	306	18.0	18.0	0.06808360288795931	MDT1	77.71851961366924
135730	Waste Management	Poop Bags	B3722-CAMBODIA JIANG SU ZHONG HENG PET ARTICLES JOINT-STOCK CO.,	Frisco Refill Dog Poop Bags	B3722	Frisco Refill Dog Poop Bags, Unscented, 900 count	500	10.0	10.0	0.05194	MDT1	60.26660440355829
227460	Waste Management	Potty Pads & Diapers	P000486-TIANJIN YIYI HYGIENE PRODUCTS CO. LTD	Frisco X-Large Charcoal Dog Training & Potty Pads	P000486	Frisco X-Large Charcoal Dog Training & Potty Pads, 28 x 34-in, Unscented, 40 count	800	1.0	1.0	0.026218917847873842	MDT1	71.84258488852484
173777	Waste Management	Potty Pads & Diapers	P000486-TIANJIN YIYI HYGIENE PRODUCTS CO. LTD	Frisco Leak-Proof Diapers	P000486	Frisco Disposable Female Diapers, Medium, 50 count	300	4.0	4.0	0.06298278881539132	MDT1	40.200325321661865
173776	Waste Management	Potty Pads & Diapers	P000486-TIANJIN YIYI HYGIENE PRODUCTS CO. LTD	Frisco Leak-Proof Diapers	P000486	Frisco Disposable Female Dog Diapers, Small,  50 count	300	6.0	6.0	0.054317405120799925	MDT1	35.77033042715672
149818	Waste Management	Potty Pads & Diapers	P000486-TIANJIN YIYI HYGIENE PRODUCTS CO. LTD	Frisco Medium Dog Training & Potty Pads	P000486	Frisco Medium Dog Training & Potty Pads, 21 x 21-in, Floral Scented, 100 count	800	4.0	4.0	0.06416000945948575	MDT1	67.13305046028525
139821	Leashes, Collars & Harnesses	Harnesses	B000035-COASTAL PET PRODUCTS, INC.	Frisco Small Breed Soft Vest Step In Back Clip Dog Harness	B000035	Frisco Small Breed Soft Vest Step In Back Clip Dog Harness, Pink, 11 to 13-in chest	36	0.0	36.0	0.018775642448640002	MDT1	0.0
139833	Leashes, Collars & Harnesses	Harnesses	B000035-COASTAL PET PRODUCTS, INC.	Frisco Small Breed Soft Vest Step In Back Clip Dog Harness	B000035	Frisco Small Breed Soft Vest Step In Back Clip Dog Harness, Red, 18 to 21-in chest	36	0.0	36.0	0.029555577533887996	MDT1	0.0
139822	Leashes, Collars & Harnesses	Harnesses	B000035-COASTAL PET PRODUCTS, INC.	Frisco Small Breed Soft Vest Step In Back Clip Dog Harness	B000035	Frisco Small Breed Soft Vest Step In Back Clip Dog Harness, Pink, 12 to 15-in chest	36	0.0	36.0	0.019326149476655997	MDT1	0.0
139832	Leashes, Collars & Harnesses	Harnesses	B000035-COASTAL PET PRODUCTS, INC.	Frisco Small Breed Soft Vest Step In Back Clip Dog Harness	B000035	Frisco Small Breed Soft Vest Step In Back Clip Dog Harness, Red, 15 to 18-in chest	36	0.0	36.0	0.024344425633632	MDT1	0.0
139823	Leashes, Collars & Harnesses	Harnesses	B000035-COASTAL PET PRODUCTS, INC.	Frisco Small Breed Soft Vest Step In Back Clip Dog Harness	B000035	Frisco Small Breed Soft Vest Step In Back Clip Dog Harness, Pink, 15 to 18-in chest	36	0.0	36.0	0.024344425633632	MDT1	0.0
140020	Leashes, Collars & Harnesses	Harnesses	B000035-COASTAL PET PRODUCTS, INC.	Frisco Padded No Pull Dog Harness	B000035	Frisco Padded No Pull Dog Harness, Blue, S- Girth16 to 22-in	36	0.0	36.0	0.020706694070400003	MDT1	0.0
140004	Leashes, Collars & Harnesses	Harnesses	B000035-COASTAL PET PRODUCTS, INC.	Frisco Padded No Pull Dog Harness	B000035	Frisco Padded No Pull Dog Harness, Pink, M- Girth 22 to 34-in	36	0.0	36.0	0.022363229596031996	MDT1	0.0
140029	Leashes, Collars & Harnesses	Harnesses	B000035-COASTAL PET PRODUCTS, INC.	Frisco Padded No Pull Dog Harness	B000035	Frisco Padded No Pull Dog Harness, Black, XL- Girth 32 to 50-in	36	0.0	36.0	0.05238321652368	MDT1	0.0
140021	Leashes, Collars & Harnesses	Harnesses	B000035-COASTAL PET PRODUCTS, INC.	Frisco Padded No Pull Dog Harness	B000035	Frisco Padded No Pull Dog Harness, Blue, M- Girth 22 to 34-in	36	0.0	36.0	0.022363229596031996	MDT1	0.0
139960	Leashes, Collars & Harnesses	Harnesses	B000035-COASTAL PET PRODUCTS, INC.	Frisco Small Breed Soft Vest Step In Back Clip Dog Harness	B000035	Frisco Small Breed Soft Vest Step In Back Clip Dog Harness, Blue, 12 to 15-in chest	36	0.0	36.0	0.019326149476655997	MDT1	0.0
346084	Containment & Gear	Gear	P000544-SHANGHAI SENFUL CO LTD	Frisco Travel Safety Dog & Cat Carrier	P000544	Frisco Travel Safety Dog & Cat Carrier, Large	304	0.0	8.0	0.12825	MDT1	155.15088799571734
166361	Toys	Plush Toys	P20837-KIDS FIRST ASIA CO LTD	Frisco Sparkle Fish Plush Cat Toy with Catnip	P20837	Frisco Sparkle Fish Plush Cat Toy with Catnip, 2 count	1200	0.0	120.0	0.02194260429083797	MDT1	668.7705713658657
