CHW_SKU_NUMBER	MC2_NAME	MC3_NAME	CHW_PRIMARY_SUPPLIER_NAME	PRODUCT	CHW_PRIMARY_SUPPLIER_NUMBER	SKU_NAME	PURCHASE_MOQ	CHW_UNITS_PER_CARTON	CHW_MASTER_CASE_PACK	CHW_MASTER_CARTON_CBM	DEST	Demand
232063	Bowls & Feeders	Bowls & Diners	P18545-SUPER DESIGN MANUFACTURE CO ., LTD ZHUHAI	Frisco Travel Collapsible Silicone Dog & Cat Bowl	P18545	Frisco Travel Collapsible Silicone Dog & Cat Bowl, Gray, Medium: 3 cup	504	0.0	36.0	0.049959375	MDT1	0.0
232076	Bowls & Feeders	Bowls & Diners	P18545-SUPER DESIGN MANUFACTURE CO ., LTD ZHUHAI	Frisco Square Melamine Dog & Cat Bowl Set with Bamboo Stand	P18545	Frisco Square Melamine Dog & Cat Bowl Set with Bamboo Stand, Small: 2 cup	504	0.0	6.0	0.041421660000000006	MDT1	53.68009916063561
232091	Bowls & Feeders	Bowls & Diners	P18545-SUPER DESIGN MANUFACTURE CO ., LTD ZHUHAI	Frisco Stainless Steel Double Dog Bowls with Melamine Stand	P18545	Frisco Stainless Steel Double Dog Bowls with Melamine Stand, Small: 1.5 cup	504	0.0	12.0	0.057715	MDT1	0.0
232070	Bowls & Feeders	Storage & Accessories	P18545-SUPER DESIGN MANUFACTURE CO ., LTD ZHUHAI	Frisco Melamine Dog & Cat Food Scoop with Bamboo Handle	P18545	Frisco Melamine Dog & Cat Food Scoop with Bamboo Handle, Small: 1 cup	504	36.0	36.0	0.058959809999999994	MDT1	254.98489821555592
232092	Bowls & Feeders	Bowls & Diners	P18545-SUPER DESIGN MANUFACTURE CO ., LTD ZHUHAI	Frisco Stainless Steel Double Dog Bowls with Melamine Stand	P18545	Frisco Stainless Steel Double Dog Bowls with Melamine Stand, Medium: 3 cup	504	0.0	12.0	0.10330900000000001	MDT1	0.0
232062	Bowls & Feeders	Bowls & Diners	P18545-SUPER DESIGN MANUFACTURE CO ., LTD ZHUHAI	Frisco Travel Collapsible Silicone Dog & Cat Bowl	P18545	Frisco Travel Collapsible Silicone Dog & Cat Bowl, Gray, Small: 1.5 cup	504	0.0	36.0	0.036440625	MDT1	29.174704684196588
214363	Beds & Furniture	Beds	3755-HANGZHOU TIANYUAN PET PRODUCTS CO., LTD	Frisco Modern Elevated Cat Bed	3755	Frisco Modern Elevated Cat Bed	100	1.0	1.0	0.04083776462778598	MDT1	26.890513214290536
232181	Beds & Furniture	Beds	B000064-PM&J LLC - DIRECT IMPORT	Frisco Velvet Quilted Bolster Cat & Dog Bed	B000064	Frisco Velvet Quilted Bolster Cat & Dog Bed, Gray, Medium	252	0.0	6.0	0.39916929330606593	MDT1	0.0
232175	Beds & Furniture	Beds	B000064-PM&J LLC - DIRECT IMPORT	Frisco Quilted Orthopedic Pillow Lounger Cat & Dog Bed with Removable Cover	B000064	Frisco Quilted Orthopedic Pillow Lounger Cat & Dog Bed with Removable Cover, Gray, XX-Large	252	0.0	6.0	0.48585236123610054	MDT1	73.49282424797981
236538	Beds & Furniture	Furniture	P19403-SHANDONG DONGYANGTAI HANDICRAFTS CO.,LTD	Frisco 41-in Faux Fur Cat Tree	P19403	Frisco 41-in Faux Fur Cat Tree, Gray	50	1.0	1.0	0.06448	MDT1	13.65166817656659
146980	Toys	Plush Toys	P20837-KIDS FIRST ASIA CO LTD	Frisco Bear Plush Squeaky Dog Toy	P20837	Frisco Bear Plush Squeaky Dog Toy, Small/Medium	1200	0.0	60.0	0.08694653532332064	MDT1	72.30120837392782
174729	Toys	Plush Toys	P20837-KIDS FIRST ASIA CO LTD	Frisco Beaver Stuffing-Free Flat Plush Squeaky Dog Toy	P20837	Frisco Beaver Stuffing-Free Flat Plush Squeaky Dog Toy, Medium/Large	1224	0.0	36.0	0.05452150150107039	MDT1	82.77967363225622
245087	Bowls & Feeders	Bowls & Diners	P18545-SUPER DESIGN MANUFACTURE CO ., LTD ZHUHAI	Frisco Marble Print Stainless Steel Double Elevated Dog Bowl	P18545	Frisco Marble Print Stainless Steel Double Elevated Dog Bowl, Gold Stand, Medium: 3 cup	500	0.0	4.0	0.09752688000000001	MDT1	0.0
248702	Apparel	Apparel	3755-HANGZHOU TIANYUAN PET PRODUCTS CO., LTD	Frisco It's My Birthday Dog & Cat Bandana, Pink	3755	Frisco It's My Birthday Dog & Cat Bandana, Pink, X-Small/Small	1500	0.0	250.0	0.024	MDT1	0.0
250576	Bowls & Feeders	Storage & Accessories	B000064-PM&J LLC - DIRECT IMPORT	Frisco Rectangle Collapsible Pet Toy Storage Bin, Gray Basket Weave	B000064	Frisco Rectangle Collapsible Pet Toy Storage Bin, Gray Basket Weave	495	0.0	15.0	0.042112	MDT1	0.0
236544	Beds & Furniture	Furniture	P19360-FORTUNATE PTE. LTD. - PL	Frisco 24.8-in Faux Fur Cat Tree & Condo	P19360	Frisco 24.8-in Faux Fur Cat Tree & Condo, Gray	300	1.0	1.0	0.04189791850656283	MDT1	0.0
236545	Beds & Furniture	Furniture	P19360-FORTUNATE PTE. LTD. - PL	Frisco 24.8-in Faux Fur Cat Tree & Condo	P19360	Frisco 24.8-in Faux Fur Cat Tree & Condo, Cream	300	1.0	1.0	0.04189805425600207	MDT1	0.0
253040	Bowls & Feeders	Storage & Accessories	P18545-SUPER DESIGN MANUFACTURE CO ., LTD ZHUHAI	Frisco Silicone Dog & Cat Food Mat	P18545	Frisco Silicone Dog & Cat Food Mat, Gray, Large	504	0.0	12.0	0.021582	MDT1	48.1063885838494
252536	Beds & Furniture	Furniture	B3755-HANGZHOU TIANYUAN PET PRODUCTS CO., LTD.(Cambodia)	Frisco 68-in Faux Fur Cat Tree & Condo	B3755	Frisco 68-in Faux Fur Cat Tree & Condo, Gray	100	1.0	1.0	0.09408	MDT1	27.86658722360989
256050	Bowls & Feeders	Storage & Accessories	P19684-BENCHMARK HOME PRODUCTS(H.K.). LIMITED	Frisco Ceramic Treat Jar with Wood Lid	P19684	Frisco Ceramic Treat Jar with Wood Lid, 4 cup	600	0.0	4.0	0.030798193545	MDT1	0.0
256056	Bowls & Feeders	Bowls & Diners	P19684-BENCHMARK HOME PRODUCTS(H.K.). LIMITED	Frisco Marble Design Non-skid Ceramic Dog & Cat Bowl	P19684	Frisco Marble Design Non-skid Ceramic Dog & Cat Bowl, Small: 2 cup, 1 count	600	0.0	12.0	0.060501	MDT1	0.0
256113	Bowls & Feeders	Bowls & Diners	P19684-BENCHMARK HOME PRODUCTS(H.K.). LIMITED	Frisco Cat Face Non-skid Elevated Double Ceramic Cat Bowl	P19684	Frisco Cat Face Non-skid Elevated Double Ceramic Cat Bowl, X-Small: 0.5 cup	600	0.0	6.0	0.06681356928468753	MDT1	35.61796550325909
256073	Bowls & Feeders	Bowls & Diners	P19684-BENCHMARK HOME PRODUCTS(H.K.). LIMITED	Frisco Bones Non-skid Ceramic Dog & Cat Bowl	P19684	Frisco Bones Non-skid Ceramic Dog & Cat Bowl, Small: 2 cup, 1 count	600	0.0	12.0	0.07497354851711949	MDT1	0.0
256074	Bowls & Feeders	Bowls & Diners	P19684-BENCHMARK HOME PRODUCTS(H.K.). LIMITED	Frisco Bones Non-skid Ceramic Dog & Cat Bowl	P19684	Frisco Bones Non-skid Ceramic Dog & Cat Bowl, Medium: 4 cup, 1 count	600	0.0	8.0	0.07874228947817571	MDT1	0.0
256125	Bowls & Feeders	Bowls & Diners	P19684-BENCHMARK HOME PRODUCTS(H.K.). LIMITED	Frisco Marble Design Non-skid Ceramic Cat Bowl	P19684	Frisco Marble Design Non-skid Ceramic Cat Bowl, 1 cup, 1 count	608	0.0	16.0	0.05756220957177563	MDT1	0.0
256127	Bowls & Feeders	Bowls & Diners	P19684-BENCHMARK HOME PRODUCTS(H.K.). LIMITED	Frisco Marble Design Non-skid Ceramic Cat Dish	P19684	Frisco Marble Design Non-skid Ceramic Cat Dish, 0.5 cup	608	0.0	16.0	0.04248917617799422	MDT1	235.8698110743033
256466	Leashes, Collars & Harnesses	Harnesses	B000064-PM&J LLC - DIRECT IMPORT	Frisco Outdoor Lightweight Ripstop Nylon Dog Harness	B000064	Frisco Outdoor Lightweight Ripstop Nylon Dog Harness, Storm Gray, L - Girth: 24 - 34-in	504	0.0	24.0	0.0616	MDT1	0.0
256487	Leashes, Collars & Harnesses	Harnesses	B000064-PM&J LLC - DIRECT IMPORT	Frisco Outdoor Premium Ripstop Nylon Dog Harness with Pocket	B000064	Frisco Outdoor Premium Ripstop Nylon Dog Harness with Pocket, Boysenberry Purple, L - Girth: 24 - 34-in	504	0.0	24.0	0.0616	MDT1	0.0
256469	Leashes, Collars & Harnesses	Harnesses	B000064-PM&J LLC - DIRECT IMPORT	Frisco Outdoor Lightweight Ripstop Nylon Dog Harness	B000064	Frisco Outdoor Lightweight Ripstop Nylon Dog Harness, River Blue, XL - Girth: 32 - 44-in	504	0.0	24.0	0.083328	MDT1	0.0
256484	Leashes, Collars & Harnesses	Harnesses	B000064-PM&J LLC - DIRECT IMPORT	Frisco Outdoor Premium Ripstop Nylon Dog Harness with Pocket	B000064	Frisco Outdoor Premium Ripstop Nylon Dog Harness with Pocket, Bayou Teal, L - Girth: 24 - 34-in	504	0.0	24.0	0.0616	MDT1	0.0
256474	Leashes, Collars & Harnesses	Harnesses	B000064-PM&J LLC - DIRECT IMPORT	Frisco Outdoor Premium Ripstop Nylon Dog Harness with Pocket	B000064	Frisco Outdoor Premium Ripstop Nylon Dog Harness with Pocket, Bayou Teal, S - Girth: 16 - 22-in	480	0.0	48.0	0.0672	MDT1	0.0
256482	Leashes, Collars & Harnesses	Harnesses	B000064-PM&J LLC - DIRECT IMPORT	Frisco Outdoor Premium Ripstop Nylon Dog Harness with Pocket	B000064	Frisco Outdoor Premium Ripstop Nylon Dog Harness with Pocket, Boysenberry Purple, M - Girth: 20 - 28-in	480	0.0	48.0	0.08448	MDT1	0.0
256655	Leashes, Collars & Harnesses	Leashes	B000064-PM&J LLC - DIRECT IMPORT	Frisco Outdoor Heathered Nylon Leash	B000064	Frisco Outdoor Heathered Nylon Leash, Shadow Purple, SM - Length: 6-ft, Width: 5/8-in	480	0.0	80.0	0.014784	MDT1	0.0
256686	Leashes, Collars & Harnesses	Leashes	B000064-PM&J LLC - DIRECT IMPORT	Frisco Outdoor Nylon Reflective Comfort Padded Dual Handles Dog Leash	B000064	Frisco Outdoor Nylon Reflective Comfort Padded Dual Handles Dog Leash, Mars Red, LG - Length: 6-ft, Width: 1-in	500	0.0	50.0	0.01456	MDT1	0.0
256648	Leashes, Collars & Harnesses	Leashes	B000064-PM&J LLC - DIRECT IMPORT	Frisco Outdoor Heathered Nylon Leash	B000064	Frisco Outdoor Heathered Nylon Leash, River Blue, LG - Length: 6-ft, Width: 1-in	480	0.0	80.0	0.01848	MDT1	0.0
256652	Leashes, Collars & Harnesses	Leashes	B000064-PM&J LLC - DIRECT IMPORT	Frisco Outdoor Heathered Nylon Leash	B000064	Frisco Outdoor Heathered Nylon Leash, Gray, SM - Length: 6-ft, Width: 5/8-in	480	0.0	80.0	0.014784	MDT1	0.0
256656	Leashes, Collars & Harnesses	Leashes	B000064-PM&J LLC - DIRECT IMPORT	Frisco Outdoor Heathered Nylon Leash	B000064	Frisco Outdoor Heathered Nylon Leash, Shadow Purple, MD - Length: 6-ft, Width: 3/4-in	480	0.0	80.0	0.016016	MDT1	0.0
256683	Leashes, Collars & Harnesses	Leashes	B000064-PM&J LLC - DIRECT IMPORT	Frisco Outdoor Nylon Reflective Comfort Padded Dual Handles Dog Leash	B000064	Frisco Outdoor Nylon Reflective Comfort Padded Dual Handles Dog Leash, Boysenberry Purple, LG - Length: 6-ft, Width: 1-in	500	0.0	50.0	0.01456	MDT1	0.0
256678	Leashes, Collars & Harnesses	Leashes	B000064-PM&J LLC - DIRECT IMPORT	Frisco Outdoor Nylon Reflective Comfort Padded Dual Handles Dog Leash	B000064	Frisco Outdoor Nylon Reflective Comfort Padded Dual Handles Dog Leash, Bayou Teal, SM - Length: 6-ft, Width: 5/8-in	500	0.0	50.0	0.00936	MDT1	0.0
256689	Leashes, Collars & Harnesses	Leashes	B000064-PM&J LLC - DIRECT IMPORT	Frisco Outdoor Nylon Reflective Comfort Padded Dual Handles Dog Leash	B000064	Frisco Outdoor Nylon Reflective Comfort Padded Dual Handles Dog Leash, Black, LG - Length: 6-ft, Width: 1-in	500	0.0	50.0	0.01456	MDT1	0.0
256650	Leashes, Collars & Harnesses	Leashes	B000064-PM&J LLC - DIRECT IMPORT	Frisco Outdoor Heathered Nylon Leash	B000064	Frisco Outdoor Heathered Nylon Leash, Mars Red, MD - Length: 6-ft, Width: 3/4-in	480	0.0	80.0	0.016016	MDT1	0.0
256654	Leashes, Collars & Harnesses	Leashes	B000064-PM&J LLC - DIRECT IMPORT	Frisco Outdoor Heathered Nylon Leash	B000064	Frisco Outdoor Heathered Nylon Leash, Gray, LG - Length: 6-ft, Width: 1-in	480	0.0	80.0	0.01848	MDT1	0.0
256687	Leashes, Collars & Harnesses	Leashes	B000064-PM&J LLC - DIRECT IMPORT	Frisco Outdoor Nylon Reflective Comfort Padded Dual Handles Dog Leash	B000064	Frisco Outdoor Nylon Reflective Comfort Padded Dual Handles Dog Leash, Black, SM - Length: 6-ft, Width: 5/8-in	500	0.0	50.0	0.00936	MDT1	0.0
256680	Leashes, Collars & Harnesses	Leashes	B000064-PM&J LLC - DIRECT IMPORT	Frisco Outdoor Nylon Reflective Comfort Padded Dual Handles Dog Leash	B000064	Frisco Outdoor Nylon Reflective Comfort Padded Dual Handles Dog Leash, Bayou Teal, LG - Length: 6-ft, Width: 1-in	500	0.0	50.0	0.01456	MDT1	0.0
256753	Leashes, Collars & Harnesses	Leashes	B000064-PM&J LLC - DIRECT IMPORT	Frisco Outdoor Ultra Reflective Rope Leash with Padded Handle	B000064	Frisco Outdoor Ultra Reflective Rope Leash with Padded Handle, Bayou Teal	500	0.0	50.0	0.03042	MDT1	0.0
256679	Leashes, Collars & Harnesses	Leashes	B000064-PM&J LLC - DIRECT IMPORT	Frisco Outdoor Nylon Reflective Comfort Padded Dual Handles Dog Leash	B000064	Frisco Outdoor Nylon Reflective Comfort Padded Dual Handles Dog Leash, Bayou Teal, MD - Length: 6-ft, Width: 3/4-in	500	0.0	50.0	0.01144	MDT1	0.0
252558	Beds & Furniture	Beds	3755-HANGZHOU TIANYUAN PET PRODUCTS CO., LTD	Frisco Sofa Pet Bed with Removable Cover	3755	Frisco Sofa Pet Bed with Removable Cover, Gray, Large	100	1.0	1.0	0.28012836142016084	MDT1	36.85373493742246
266790	Leashes, Collars & Harnesses	Leashes	P000544-SHANGHAI SENFUL CO LTD	Frisco Traffic Leash with Dual Padded Handles & Poop Bag Dispenser	P000544	Frisco Traffic Leash with Dual Padded Handles & Poop Bag Dispenser, Red, 6-ft long	1020	0.0	60.0	0.04536709633886333	MDT1	0.0
266787	Leashes, Collars & Harnesses	Leashes	P000544-SHANGHAI SENFUL CO LTD	Frisco Traffic Leash with Dual Padded Handles & Poop Bag Dispenser	P000544	Frisco Traffic Leash with Dual Padded Handles & Poop Bag Dispenser, Pink, 6-ft long	1020	0.0	60.0	0.03846278466356754	MDT1	73.86522820694205
266789	Leashes, Collars & Harnesses	Leashes	P000544-SHANGHAI SENFUL CO LTD	Frisco Traffic Leash with Dual Padded Handles & Poop Bag Dispenser	P000544	Frisco Traffic Leash with Dual Padded Handles & Poop Bag Dispenser, Blue, 6-ft long	1020	0.0	60.0	0.04536650838526343	MDT1	87.46945941170998
206882	Beauty & Grooming	Brushes & Combs	P18360-PETENGREAT CO LTD	Frisco Metal Dog Comb	P18360	Frisco Metal Dog Comb	720	144.0	144.0	0.016361112439	MDT1	49.94673895076258
269030	Beauty & Grooming	Grooming Accessories	B000064-PM&J LLC - DIRECT IMPORT	Frisco Embroidered Bones Microfiber Dog Bath Towel	B000064	Frisco Embroidered Bones Microfiber Dog Bath Towel, Teal, Medium	480	0.0	120.0	0.11319	MDT1	0.0
270179	Bowls & Feeders	Bowls & Diners	P19684-BENCHMARK HOME PRODUCTS(H.K.). LIMITED	Frisco Modern Gold Rim Ceramic Bowl	P19684	Frisco Modern Gold Rim Ceramic Bowl, Soft Seafoam, Medium: 5 cup	600	0.0	8.0	0.0791175	MDT1	0.0
255205	Beds & Furniture	Beds	B000064-PM&J LLC - DIRECT IMPORT	Frisco Cooling Orthopedic Pillow Dog Bed with Removable Cover	B000064	Frisco Cooling Orthopedic Pillow Dog Bed w/Removable Cover, Gray, XX-Large	252	0.0	6.0	0.7149863165512879	MDT1	75.80174301114793
291546	Leashes, Collars & Harnesses	Harnesses	B000064-PM&J LLC - DIRECT IMPORT	Frisco Comfort Padded Dog Harness	B000064	Frisco Comfort Padded Dog Harness, True Navy, Large	504	0.0	24.0	0.03393	MDT1	0.0
291542	Leashes, Collars & Harnesses	Harnesses	B000064-PM&J LLC - DIRECT IMPORT	Frisco Comfort Padded Dog Harness	B000064	Frisco Comfort Padded Dog Harness, Malachite Green, Medium	480	0.0	48.0	0.05394	MDT1	0.0
291566	Leashes, Collars & Harnesses	Collars	B000064-PM&J LLC - DIRECT IMPORT	Frisco Comfort Padded Dog Collar	B000064	Frisco Comfort Padded Dog Collar, Jet Black, Medium	500	0.0	50.0	0.007245	MDT1	0.0
291557	Leashes, Collars & Harnesses	Collars	B000064-PM&J LLC - DIRECT IMPORT	Frisco Comfort Padded Dog Collar	B000064	Frisco Comfort Padded Dog Collar, True Navy, X-Small	500	0.0	50.0	0.004186	MDT1	0.0
227447	Waste Management	Potty Pads & Diapers	B3722-CAMBODIA JIANG SU ZHONG HENG PET ARTICLES JOINT-STOCK CO.,	Frisco Large Ultra Premium Non-Skid Dog Training & Potty Pads	B3722	Frisco Large Ultra Premium Non-Skid Dog Training & Potty Pads, 22 x 23-in, Unscented, 50 count	252	4.0	4.0	0.062162100000000005	MDT1	0.0
227454	Waste Management	Potty Pads & Diapers	B3722-CAMBODIA JIANG SU ZHONG HENG PET ARTICLES JOINT-STOCK CO.,	Frisco Giant Ultra Premium Non-Skid Dog Training & Potty Pads	B3722	Frisco Giant Ultra Premium Non-Skid Dog Training & Potty Pads, 27.5 x 44-in, Unscented, 50 count	250	1.0	1.0	0.04491125	MDT1	35.96080510636815
227448	Waste Management	Potty Pads & Diapers	B3722-CAMBODIA JIANG SU ZHONG HENG PET ARTICLES JOINT-STOCK CO.,	Frisco Large Ultra Premium Non-Skid Dog Training & Potty Pads	B3722	Frisco Large Ultra Premium Non-Skid Dog Training & Potty Pads, 22 x 23-in, Unscented, 150 count	250	1.0	1.0	0.046215	MDT1	13.515820678903811
227450	Waste Management	Potty Pads & Diapers	B3722-CAMBODIA JIANG SU ZHONG HENG PET ARTICLES JOINT-STOCK CO.,	Frisco X-Large Ultra Premium Non-Skid Dog Training & Potty Pads	B3722	Frisco X-Large Ultra Premium Non-Skid Dog Training & Potty Pads, 28 x 34-in, Unscented, 21 count	252	4.0	4.0	0.07425	MDT1	0.0
311982	Bowls & Feeders	Bowls & Diners	P18545-SUPER DESIGN MANUFACTURE CO ., LTD ZHUHAI	Frisco Marble Print Stainless Steel Double Elevated Dog Bowl	P18545	Frisco Marble Print Stainless Steel Double Elevated Dog Bowl, Black Stand, Large: 7 cup	500	0.0	4.0	0.142662	MDT1	35.28942325785636
309795	Waste Management	Potty Pads & Diapers	B3722-CAMBODIA JIANG SU ZHONG HENG PET ARTICLES JOINT-STOCK CO.,	Frisco Large Ultra Premium Non-Skid Dog Training & Potty Pads	B3722	Frisco Large Ultra Premium Non-Skid Dog Training & Potty Pads, 22 x 23-in, Unscented, 300 count	250	1.0	1.0	0.09717	MDT1	86.8244261775372
309839	Waste Management	Potty Pads & Diapers	B3722-CAMBODIA JIANG SU ZHONG HENG PET ARTICLES JOINT-STOCK CO.,	Frisco Giant Ultra Premium Non-Skid Dog Training & Potty Pads	B3722	Frisco Giant Ultra Premium Non-Skid Dog Training & Potty Pads, 27.5 x 44-in, Scented, 50 count	250	1.0	1.0	0.04491125	MDT1	15.587793061890176
309836	Waste Management	Potty Pads & Diapers	B3722-CAMBODIA JIANG SU ZHONG HENG PET ARTICLES JOINT-STOCK CO.,	Frisco X-Large Ultra Premium Non-Skid Dog Training & Potty Pads	B3722	Frisco X-Large Ultra Premium Non-Skid Dog Training & Potty Pads, 28 x 34-in, Scented, 40 count	250	1.0	1.0	0.0329	MDT1	0.0
324520	Leashes, Collars & Harnesses	Leashes	B000064-PM&J LLC - DIRECT IMPORT	Frisco Green Ombre Style Dog Leash	B000064	Frisco Green Ombre Style Dog Leash, LG - Length: 6-ft, Width: 1-in	480	0.0	48.0	0.015444	MDT1	0.0
347680	Leashes, Collars & Harnesses	Leashes	P21160-HONG KONG FEIYANG TRADING CO LIMITED	Frisco Training Leash	P21160	Frisco Training Leash, Black, 30-ft	624	0.0	48.0	0.031104	MDT1	52.12420094374377
352798	Bowls & Feeders	Bowls & Diners	P18545-SUPER DESIGN MANUFACTURE CO ., LTD ZHUHAI	Frisco Silicone Collapsible Travel Bowl with Carabiner	P18545	Frisco Silicone Pet Travel Bowl, Red, Small: 1.5 cup	500	0.0	60.0	0.01442688	MDT1	0.0
363395	Bowls & Feeders	Bowls & Diners	P18545-SUPER DESIGN MANUFACTURE CO ., LTD ZHUHAI	Frisco Silicone Dog & Cat Lick Mat, Pink	P18545	Frisco Silicone Dog & Cat Lick Mat, Pink, Pink	528	0.0	48.0	0.02660625	MDT1	40.44987060838148
363400	Bowls & Feeders	Storage & Accessories	P18545-SUPER DESIGN MANUFACTURE CO ., LTD ZHUHAI	Frisco Silicone Dog & Cat Food Mat	P18545	Frisco Silicone Dog & Cat Food Mat, Blue, Medium	504	0.0	36.0	0.03340575	MDT1	0.0
363403	Bowls & Feeders	Bowls & Diners	P18545-SUPER DESIGN MANUFACTURE CO ., LTD ZHUHAI	Frisco Square Silicone Dog & Cat Lick Mat	P18545	Frisco Square Silicone Dog & Cat Lick Mat, Teal	528	0.0	48.0	0.0241875	MDT1	119.01503650551768
768910	Leashes, Collars & Harnesses	Leashes	P24388-Best Run Technology Co; LTD	Frisco Retractable Dog Leash	P24388	Frisco Retractable Dog Leash, Black, Small: 16-ft long, 3/8-in wide, 1 count	528	0.0	48.0	0.03794195673894996	MDT1	36.89122630698538
768918	Leashes, Collars & Harnesses	Leashes	P24388-Best Run Technology Co; LTD	Frisco Retractable Dog Leash	P24388	Frisco Retractable Dog Leash, Black, Medium: 16-ft long, 7/16-in wide, 1 count	510	0.0	30.0	0.035015625	MDT1	0.0
804630	Beds & Furniture	Furniture	B3755-HANGZHOU TIANYUAN PET PRODUCTS CO., LTD.(Cambodia)	Frisco Plush Cat Window Perch with Removeable Bolster	B3755	Frisco Plush Cat Window Perch with Removeable Bolster, Cream	100	0.0	1.0	0.022154	MDT1	40.29685637946095
862702	Waste Management	Potty Pads & Diapers	B3722-CAMBODIA JIANG SU ZHONG HENG PET ARTICLES JOINT-STOCK CO.,	Frisco Indoor Dog Grass Potty Pad with Tray	B3722	Frisco Indoor Dog Grass Potty Pad with Tray, 20 x 20-in	102	0.0	6.0	0.07728075	MDT1	14.408723684978717
862734	Waste Management	Potty Pads & Diapers	B3722-CAMBODIA JIANG SU ZHONG HENG PET ARTICLES JOINT-STOCK CO.,	Frisco Indoor Dog Grass Potty Replacement Pad	B3722	Frisco Indoor Dog Grass Potty Replacement Pad, Fits 30 x 20-in Tray	108	0.0	12.0	0.081675	MDT1	0.0
876302											MDT1	
907014	Bowls & Feeders	Bowls & Diners	3755-HANGZHOU TIANYUAN PET PRODUCTS CO., LTD	Frisco Slow Feeder Insert	3755	Frisco Slow Feeder Insert	800	0.0	50.0	0.027608	MDT1	52.15639584888312
940430	Bowls & Feeders	Bowls & Diners	P18545-SUPER DESIGN MANUFACTURE CO ., LTD ZHUHAI	Frisco Elevated Ceramic Double Diner	P18545	Frisco Elevated Ceramic Double Diner, Medium: 3 cup	400	0.0	4.0	0.043151274	MDT1	0.0
940422	Bowls & Feeders	Bowls & Diners	P18545-SUPER DESIGN MANUFACTURE CO ., LTD ZHUHAI	Frisco Elevated Ceramic Double Diner	P18545	Frisco Elevated Ceramic Double Diner, Small: 1.5 cup	400	0.0	4.0	0.05586975	MDT1	0.0
973382	Bowls & Feeders	Bowls & Diners	P18545-SUPER DESIGN MANUFACTURE CO ., LTD ZHUHAI	Frisco Silicone Collapsible Travel Bowl with Carabiner	P18545	Frisco Silicone Collapsible Travel Bowl with Carabiner, Red, Medium: 3 cup	600	0.0	60.0	0.0216225	MDT1	0.0
973366	Bowls & Feeders	Bowls & Diners	P18545-SUPER DESIGN MANUFACTURE CO ., LTD ZHUHAI	Frisco Silicone Collapsible Travel Bowl with Carabiner	P18545	Frisco Silicone Collapsible Travel Bowl with Carabiner, Chartreuse Green, Medium: 3 cup	600	0.0	60.0	0.0216225	MDT1	0.0
973390	Bowls & Feeders	Bowls & Diners	P18545-SUPER DESIGN MANUFACTURE CO ., LTD ZHUHAI	Frisco Silicone Collapsible Travel Bowl with Carabiner	P18545	Frisco Silicone Collapsible Travel Bowl with Carabiner, Teal, Medium: 3 cup	600	0.0	60.0	0.0216225	MDT1	0.0
984598	Leashes, Collars & Harnesses	Leashes	B3722-CAMBODIA JIANG SU ZHONG HENG PET ARTICLES JOINT-STOCK CO.,	Frisco Tie Out Cable	B3722	Frisco Tie Out Cable, 40-ft	200	0.0	4.0	0.01204125	MDT1	0.0
1048126	Apparel	Apparel	3755-HANGZHOU TIANYUAN PET PRODUCTS CO., LTD	Frisco Luxe Crewneck Dog & Cat Sweatshirt	3755	Frisco Luxe Crewneck Dog & Cat Sweatshirt, Gray, XX-Large	1500	0.0	50.0	0.099176	MDT1	0.0
161268	Toys	Plush Toys	3755-HANGZHOU TIANYUAN PET PRODUCTS CO., LTD	Frisco Skinny Mouse Plush Cat Toy with Catnip	3755	Frisco Skinny Mouse Plush Cat Toy with Catnip, Brown	1368	0.0	72.0	0.009044732593471947	MDT1	0.0
1055046	Toys	Chew Toys	P26130-CAITEC INC	Frisco Vanilla Flavored Cupcake Rubber Chew Dog Toy for Heavy Chewers	P26130	Frisco Vanilla Flavored Cupcake Rubber Chew Dog Toy for Heavy Chewers, Small/Medium	2544	0.0	48.0	0.031881599999999996	MDT1	0.0
1214830	Containment & Gear	Containment	3722-JIANG SU ZHONG HENG PET ARTICLES JOINT-STOCK CO.	Frisco Cat Safety Gate	3722	Frisco Cat Safety Gate, Bright White	300	0.0	1.0	0.057340800000000004	MDT1	164.9126979724898
2032790	Toys	Interactive & Electronic Toys	3755-HANGZHOU TIANYUAN PET PRODUCTS CO., LTD	Frisco Coastal Critters Interactive Play Mat with Fast Rolling Electronic Ball Cat Toy	3755	Frisco Coastal Critters Interactive Play Mat with Fast Rolling Electronic Ball Cat Toy	3000	0.0	20.0	0.0504	MDT1	0.0
2032758											MDT1	
2032774	Toys	Interactive & Electronic Toys	P000421-PETTINGZOO SHANGHAI LIMITED	Frisco Coastal Critters Hanging Electronic Sardine Teaser Cat Toy with Silvervine & Catnip	P000421	Frisco Coastal Critters Hanging Electronic Sardine Teaser Cat Toy with Silvervine & Catnip	3072	0.0	96.0	0.0392	MDT1	0.0
2032742	Toys	Interactive & Electronic Toys	P000421-PETTINGZOO SHANGHAI LIMITED	Frisco Coastal Critters Lobster Erratic Spinning Tail Cat Toy with Silvervine & Catnip	P000421	Frisco Coastal Critters Lobster Erratic Spinning Tail Cat Toy with Silvervine & Catnip	3024	0.0	48.0	0.0392	MDT1	0.0
