product_merch_classification2,product_merch_classification3,product_category_level1,product_category_level2,product_category_level3,parent_product_part_number,product_part_number,product_name,Code,vendor_name,vendor_purchaser_code,Purchase MOQ,Master Case Pack,Case Pk CBM,Vendor Earliest ETD,DEST,Demand,cases_needed,total_cbm,container
Beds & Furniture,Beds,Dog,"Beds, Crates & Gear",Beds,126779.0,112074,"Frisco Steel-Framed Elevated Dog Bed, Gray, Small",3722,JIANG SU ZHONG HENG PET ARTICLES JOINT-STOCK CO.,KNGO1,252,6,0.04983345,2025-11-01 00:00:00,TNY,210.79675322061007,36,1.7940042,1
Beds & Furniture,Beds,Dog,"Beds, Crates & Gear",Beds,126783.0,112088,"Frisco Replacement Cover for Steel-Framed Elevated Dog Bed, Gray, M:  35.7-in L  x  26.3-in W, 1 count",3722,JIANG SU ZHONG HENG PET ARTICLES JOINT-STOCK CO.,KNGO1,264,24,0.034398,2025-11-01 00:00:00,TNY,102.19241441541821,5,0.17198999999999998,1
"Leashes, Collars & Harnesses",Leashes,Dog,Leashes & Collars,Tie Outs,193067.0,166379,"Frisco Tie Out Cable, Small, 10-ft",3722,JIANG SU ZHONG HENG PET ARTICLES JOINT-STOCK CO.,KNGO1,200,10,0.003521875,2025-11-01 00:00:00,TNY,101.88818217566504,11,0.038740625,1
"Leashes, Collars & Harnesses",Leashes,Dog,Leashes & Collars,Tie Outs,193136.0,166437,"Frisco Tie Out Cable, 15-ft",3722,JIANG SU ZHONG HENG PET ARTICLES JOINT-STOCK CO.,KNGO1,200,5,0.004698,2025-11-01 00:00:00,TNY,98.20292299658921,20,0.09396,1
"Leashes, Collars & Harnesses",Leashes,Dog,Leashes & Collars,Tie Outs,193131.0,166431,"Frisco Tie Out Cable, Large, 30-ft",3722,JIANG SU ZHONG HENG PET ARTICLES JOINT-STOCK CO.,KNGO1,204,6,0.006137,2025-11-01 00:00:00,TNY,216.5006206488388,37,0.227069,1
"Leashes, Collars & Harnesses",Leashes,Dog,Leashes & Collars,Tie Outs,193088.0,166388,"Frisco Tie Out Cable, Medium, 15-ft",3722,JIANG SU ZHONG HENG PET ARTICLES JOINT-STOCK CO.,KNGO1,200,8,0.004374,2025-11-01 00:00:00,TNY,101.1020060608443,13,0.056862,1
Litter Accessories,Mats,Cat,Litter & Accessories,Mats,193006.0,309791,"Frisco Paw Shaped Cat Litter Mat, Beige",3722,JIANG SU ZHONG HENG PET ARTICLES JOINT-STOCK CO.,KNGO1,1520,40,0.0904084,2025-11-01 00:00:00,TNY,712.9972482361649,18,1.6273512,1
"Leashes, Collars & Harnesses",Leashes,Dog,Leashes & Collars,Tie Outs,193136.0,166439,"Frisco Tie Out Cable, 30-ft",3722,JIANG SU ZHONG HENG PET ARTICLES JOINT-STOCK CO.,KNGO1,200,5,0.0084942,2025-11-01 00:00:00,TNY,241.9101015259,49,0.4162158,1
"Leashes, Collars & Harnesses",Leashes,Dog,Leashes & Collars,Tie Outs,193164.0,166464,"Frisco Easy Grip Spiral Stake, 18-in",3722,JIANG SU ZHONG HENG PET ARTICLES JOINT-STOCK CO.,KNGO1,204,6,0.00891,2025-11-01 00:00:00,TNY,113.67413384194163,19,0.16929,1
"Leashes, Collars & Harnesses",Leashes,Dog,Leashes & Collars,Tie Outs,193136.0,166438,"Frisco Tie Out Cable, 20-ft",3722,JIANG SU ZHONG HENG PET ARTICLES JOINT-STOCK CO.,KNGO1,200,5,0.0066785,2025-11-01 00:00:00,TNY,204.27818489199842,41,0.2738185,1
"Leashes, Collars & Harnesses",Leashes,Dog,Leashes & Collars,Tie Outs,193147.0,166446,"Frisco Easy Grip Stake with Tie Out Cable, Large, 15-ft",3722,JIANG SU ZHONG HENG PET ARTICLES JOINT-STOCK CO.,KNGO1,204,6,0.016038,2025-11-01 00:00:00,TNY,96.90153552186301,17,0.272646,1
"Leashes, Collars & Harnesses",Leashes,Dog,Leashes & Collars,Tie Outs,193067.0,166380,"Frisco Tie Out Cable, Small, 15-ft",3722,JIANG SU ZHONG HENG PET ARTICLES JOINT-STOCK CO.,KNGO1,200,10,0.003935875,2025-11-01 00:00:00,TNY,95.54746260304896,10,0.03935875,1
"Leashes, Collars & Harnesses",Leashes,Dog,Leashes & Collars,Tie Outs,193088.0,166389,"Frisco Tie Out Cable, Medium, 20-ft",3722,JIANG SU ZHONG HENG PET ARTICLES JOINT-STOCK CO.,KNGO1,200,8,0.004698,2025-11-01 00:00:00,TNY,94.92273118870315,12,0.056375999999999996,1
"Leashes, Collars & Harnesses",Leashes,Dog,Leashes & Collars,Tie Outs,193147.0,166447,"Frisco Easy Grip Stake with Tie Out Cable, Large, 30-ft",3722,JIANG SU ZHONG HENG PET ARTICLES JOINT-STOCK CO.,KNGO1,204,6,0.0191565,2025-11-01 00:00:00,TNY,428.77992646986183,72,1.379268,1
"Leashes, Collars & Harnesses",Leashes,Dog,Leashes & Collars,Tie Outs,193157.0,166458,"Frisco Dome Stake, 24-in",3722,JIANG SU ZHONG HENG PET ARTICLES JOINT-STOCK CO.,KNGO1,200,4,0.02578125,2025-11-01 00:00:00,TNY,104.16383512598392,27,0.69609375,1
"Leashes, Collars & Harnesses",Leashes,Dog,Leashes & Collars,Tie Outs,193157.0,166457,"Frisco Dome Stake, 20-in",3722,JIANG SU ZHONG HENG PET ARTICLES JOINT-STOCK CO.,KNGO1,200,4,0.01725,2025-11-01 00:00:00,TNY,93.52299010954268,24,0.41400000000000003,1
"Leashes, Collars & Harnesses",Leashes,Dog,Leashes & Collars,Tie Outs,193088.0,166390,"Frisco Tie Out Cable, Medium, 30-ft",3722,JIANG SU ZHONG HENG PET ARTICLES JOINT-STOCK CO.,KNGO1,204,6,0.005301,2025-11-01 00:00:00,TNY,229.64455962717963,39,0.206739,1
Waste Management,Poop Scoopers,Dog,Waste Management,Poop Scoopers,193036.0,166334,"Frisco Rake & Spade Set with Dustpan, Small",3722,JIANG SU ZHONG HENG PET ARTICLES JOINT-STOCK CO.,KNGO1,102,6,0.034621375,2025-11-01 00:00:00,TNY,65.51372011044845,11,0.38083512500000005,1
Waste Management,Potty Pads & Diapers,Dog,Waste Management,Potty Pads & Diapers,862718.0,862726,"Frisco Indoor Dog Grass Potty Replacement Pad, 19 x 19-in",3722,JIANG SU ZHONG HENG PET ARTICLES JOINT-STOCK CO.,KNGO1,108,12,0.056889,2025-11-01 00:00:00,TNY,50.76016976490052,5,0.284445,1
Bowls & Feeders,Bowls & Diners,Dog,Bowls & Feeders,Bowls & Diners,201909.0,175221,"Frisco Stainless Steel Bowl, Medium: 4 cup, 2 count",3722,JIANG SU ZHONG HENG PET ARTICLES JOINT-STOCK CO.,KNGO1,1504,16,0.037125,2025-11-01 00:00:00,TNY,1301.9676821605572,82,3.04425,1
Beauty & Grooming,Brushes & Combs,Dog,Grooming,Brushes & Combs,233445.0,206845,"Frisco Grooming Glove, Right Hand",3722,JIANG SU ZHONG HENG PET ARTICLES JOINT-STOCK CO.,KNGO1,500,100,0.05075,2025-11-01 00:00:00,TNY,460.5493189604492,5,0.25375000000000003,1
Waste Management,Potty Pads & Diapers,Dog,Waste Management,Potty Pads & Diapers,117279.0,191969,"Frisco Large Premium Dog Training & Potty Pads, 22 x 23-in, Scented, 150 count",3722,JIANG SU ZHONG HENG PET ARTICLES JOINT-STOCK CO.,KNGO1,250,1,0.03555,2025-11-01 00:00:00,TNY,443.6460224818278,444,15.784199999999998,1
Waste Management,Potty Pads & Diapers,Dog,Waste Management,Potty Pads & Diapers,117273.0,191971,"Frisco X-Large Premium Dog Training & Potty Pads, 28 x 34-in, Scented, 40 count",3722,JIANG SU ZHONG HENG PET ARTICLES JOINT-STOCK CO.,KNGO1,250,1,0.026881875,2025-11-01 00:00:00,TNY,1169.2339981060638,821,22.070019375,1
Waste Management,Potty Pads & Diapers,Dog,Waste Management,Potty Pads & Diapers,117273.0,191971,"Frisco X-Large Premium Dog Training & Potty Pads, 28 x 34-in, Scented, 40 count",3722,JIANG SU ZHONG HENG PET ARTICLES JOINT-STOCK CO.,KNGO1,250,1,0.026881875,2025-11-01 00:00:00,TNY,1169.2339981060638,349,9.381774374999999,2
Waste Management,Potty Pads & Diapers,Dog,Waste Management,Potty Pads & Diapers,253966.0,227451,"Frisco X-Large Ultra Premium Non-Skid Dog Training & Potty Pads, 28 x 34-in, Unscented, 40 count",3722,JIANG SU ZHONG HENG PET ARTICLES JOINT-STOCK CO.,KNGO1,250,1,0.0329,2025-11-01 00:00:00,TNY,161.28847027684378,162,5.3298,2
Waste Management,Potty Pads & Diapers,Dog,Waste Management,Potty Pads & Diapers,253963.0,227447,"Frisco Large Ultra Premium Non-Skid Dog Training & Potty Pads, 22 x 23-in, Unscented, 50 count",3722,JIANG SU ZHONG HENG PET ARTICLES JOINT-STOCK CO.,KNGO1,252,4,0.0621621,2025-11-01 00:00:00,TNY,147.3874059877292,37,2.2999977,2
Waste Management,Potty Pads & Diapers,Dog,Waste Management,Potty Pads & Diapers,253969.0,227454,"Frisco Giant Ultra Premium Non-Skid Dog Training & Potty Pads, 27.5 x 44-in, Unscented, 50 count",3722,JIANG SU ZHONG HENG PET ARTICLES JOINT-STOCK CO.,KNGO1,250,1,0.04491125,2025-11-01 00:00:00,TNY,378.26133746206165,379,17.02136375,2
Waste Management,Potty Pads & Diapers,Dog,Waste Management,Potty Pads & Diapers,253963.0,227448,"Frisco Large Ultra Premium Non-Skid Dog Training & Potty Pads, 22 x 23-in, Unscented, 150 count",3722,JIANG SU ZHONG HENG PET ARTICLES JOINT-STOCK CO.,KNGO1,250,1,0.046215,2025-11-01 00:00:00,TNY,125.69439296696162,126,5.82309,2
Waste Management,Potty Pads & Diapers,Dog,Waste Management,Potty Pads & Diapers,253966.0,227450,"Frisco X-Large Ultra Premium Non-Skid Dog Training & Potty Pads, 28 x 34-in, Unscented, 21 count",3722,JIANG SU ZHONG HENG PET ARTICLES JOINT-STOCK CO.,KNGO1,252,4,0.07425,2025-11-01 00:00:00,TNY,140.24067302228192,36,2.673,2
Waste Management,Potty Pads & Diapers,Dog,Waste Management,Potty Pads & Diapers,253963.0,309795,"Frisco Large Ultra Premium Non-Skid Dog Training & Potty Pads, 22 x 23-in, Unscented, 300 count",3722,JIANG SU ZHONG HENG PET ARTICLES JOINT-STOCK CO.,KNGO1,250,1,0.09717,2025-11-01 00:00:00,TNY,98.76289156914463,99,9.61983,2
Waste Management,Potty Pads & Diapers,Dog,Waste Management,Potty Pads & Diapers,253969.0,309839,"Frisco Giant Ultra Premium Non-Skid Dog Training & Potty Pads, 27.5 x 44-in, Scented, 50 count",3722,JIANG SU ZHONG HENG PET ARTICLES JOINT-STOCK CO.,KNGO1,250,1,0.04491125,2025-11-01 00:00:00,TNY,173.6260625573531,174,7.8145575,2
Waste Management,Potty Pads & Diapers,Dog,Waste Management,Potty Pads & Diapers,253966.0,309836,"Frisco X-Large Ultra Premium Non-Skid Dog Training & Potty Pads, 28 x 34-in, Scented, 40 count",3722,JIANG SU ZHONG HENG PET ARTICLES JOINT-STOCK CO.,KNGO1,250,1,0.0329,2025-11-01 00:00:00,TNY,153.21516015178622,154,5.0666,2
Waste Management,Potty Pads & Diapers,Dog,Waste Management,Potty Pads & Diapers,862694.0,862702,"Frisco Indoor Dog Grass Potty Pad with Tray, 20 x 20-in",3722,JIANG SU ZHONG HENG PET ARTICLES JOINT-STOCK CO.,KNGO1,102,6,0.07728075,2025-11-01 00:00:00,TNY,22.294230121466114,4,0.309123,2
"Leashes, Collars & Harnesses",Leashes,Dog,Leashes & Collars,Tie Outs,193136.0,984598,"Frisco Tie Out Cable, 40-ft",3722,JIANG SU ZHONG HENG PET ARTICLES JOINT-STOCK CO.,KNGO1,200,4,0.01204125,2025-11-01 00:00:00,TNY,307.50768547515713,52,0.626145,2
Waste Management,Potty Pads & Diapers,Dog,Waste Management,Potty Pads & Diapers,862718.0,862734,"Frisco Indoor Dog Grass Potty Replacement Pad, 19 x 29-in",3722,JIANG SU ZHONG HENG PET ARTICLES JOINT-STOCK CO.,KNGO1,108,12,0.081675,2025-11-01 00:00:00,TNY,54.9057414769588,5,0.408375,3
"Leashes, Collars & Harnesses",Leashes,Dog,Leashes & Collars,Tie Outs,193136.0,984598,"Frisco Tie Out Cable, 40-ft",3722,JIANG SU ZHONG HENG PET ARTICLES JOINT-STOCK CO.,KNGO1,200,4,0.01204125,2025-11-01 00:00:00,TNY,307.50768547515713,25,0.30103125,3
Containment & Gear,Containment,Dog,"Beds, Crates & Gear",Gates,1214806.0,1214830,"Frisco Cat Safety Gate, Bright White",3722,JIANG SU ZHONG HENG PET ARTICLES JOINT-STOCK CO.,KNGO1,300,1,0.0573408,2025-11-01 00:00:00,TNY,93.3643506250772,94,5.3900352,3
Beds & Furniture,Furniture,Cat,"Beds, Crates & Gear",Furniture,155161.0,128075,"Frisco 33-in Heavy Duty Sisal Cat Scratching Post, Cream",3755,"HANGZHOU TIANYUAN PET PRODUCTS CO., LTD.",JADESCHACK,100,1,0.0409605,2025-11-01 00:00:00,MDT1,2258.2206491917805,1611,65.9873655,1
Beds & Furniture,Furniture,Cat,"Beds, Crates & Gear",Furniture,155161.0,128075,"Frisco 33-in Heavy Duty Sisal Cat Scratching Post, Cream",3755,"HANGZHOU TIANYUAN PET PRODUCTS CO., LTD.",JADESCHACK,100,1,0.0409605,2025-11-01 00:00:00,MDT1,2258.2206491917805,648,26.542403999999998,2
Beds & Furniture,Furniture,Cat,"Beds, Crates & Gear",Furniture,155161.0,163749,"Frisco 33-in Heavy Duty Sisal Cat Scratching Post, Gray",3755,"HANGZHOU TIANYUAN PET PRODUCTS CO., LTD.",JADESCHACK,100,1,0.0409605,2025-11-01 00:00:00,MDT1,1769.3017831053312,963,39.4449615,2
Beds & Furniture,Furniture,Cat,"Beds, Crates & Gear",Furniture,155161.0,163749,"Frisco 33-in Heavy Duty Sisal Cat Scratching Post, Gray",3755,"HANGZHOU TIANYUAN PET PRODUCTS CO., LTD.",JADESCHACK,100,1,0.0409605,2025-11-01 00:00:00,MDT1,1769.3017831053312,807,33.0551235,3
Beds & Furniture,Furniture,Cat,"Beds, Crates & Gear",Furniture,132545.0,163745,"Frisco 20-in Faux Fur Cat Tree, Gray",3755,"HANGZHOU TIANYUAN PET PRODUCTS CO., LTD.",JADESCHACK,100,1,0.02467125,2025-11-01 00:00:00,MDT1,203.60636810146391,204,5.032935,3
Beds & Furniture,Furniture,Cat,"Beds, Crates & Gear",Furniture,399654.0,373443,Frisco Cushioned Wall Mounted Cat Wall Shelf,3755,"HANGZHOU TIANYUAN PET PRODUCTS CO., LTD.",JADESCHACK,100,1,0.0136161764644558,2025-11-01 00:00:00,MDT1,51.82019864898791,52,0.7080411761517016,3
Beds & Furniture,Furniture,Cat,"Beds, Crates & Gear",Furniture,132545.0,105074,"Frisco 20-in Faux Fur Cat Tree, Ivory",3755,"HANGZHOU TIANYUAN PET PRODUCTS CO., LTD.",JADESCHACK,100,1,0.02467125,2025-11-01 00:00:00,MDT1,36.88899477481242,37,0.9128362499999999,3
Beds & Furniture,Furniture,Cat,"Beds, Crates & Gear",Furniture,325575.0,289340,"Frisco Animal Series Cat Condo, Llama",3755,"HANGZHOU TIANYUAN PET PRODUCTS CO., LTD.",JADESCHACK,100,1,0.0597467903686172,2025-11-01 00:00:00,MDT1,26.61815587405853,27,1.6131633399526644,3
Beds & Furniture,Furniture,Cat,"Beds, Crates & Gear",Furniture,155161.0,128079,"Frisco 33-in Heavy Duty Sisal Cat Scratching Post, Brown",3755,"HANGZHOU TIANYUAN PET PRODUCTS CO., LTD.",JADESCHACK,100,1,0.0409605,2025-11-01 00:00:00,MDT1,160.20895354059982,161,6.5946405,3
Beds & Furniture,Furniture,Cat,"Beds, Crates & Gear",Furniture,399650.0,373439,Frisco Acrylic Bowl Wall Mounted Cat Wall Shelf,3755,"HANGZHOU TIANYUAN PET PRODUCTS CO., LTD.",JADESCHACK,100,1,0.0574757448806257,2025-11-01 00:00:00,MDT1,79.91573378030263,80,4.598059590450056,3
Containment & Gear,Gear,Dog,"Beds, Crates & Gear",Steps & Ramps,183532.0,156784,"Frisco Deluxe Wooden Carpeted Cat & Dog Ramp, Brown",3755,"HANGZHOU TIANYUAN PET PRODUCTS CO., LTD.",JADESCHACK,100,1,0.0755684702456704,2025-11-01 00:00:00,MDT1,25.270305323962333,26,1.9647802263874303,3
Containment & Gear,Containment,Dog,"Beds, Crates & Gear",Gates,331470.0,305151,"Frisco Arch 4-Panel Solid Wood Dog Gate, 36-in, Gray",3755,"HANGZHOU TIANYUAN PET PRODUCTS CO., LTD.",JADESCHACK,100,1,0.0750471582214558,2025-11-01 00:00:00,MDT1,34.03700766393201,35,2.626650537750953,3
Beds & Furniture,Furniture,Cat,"Beds, Crates & Gear",Furniture,132545.0,211408,"Frisco 20-in Faux Fur Cat Tree, Cheetah",3755,"HANGZHOU TIANYUAN PET PRODUCTS CO., LTD.",JADESCHACK,100,1,0.02467125,2025-11-01 00:00:00,MDT1,38.52274726284201,39,0.96217875,3
Beds & Furniture,Furniture,Cat,"Beds, Crates & Gear",Furniture,952918.0,952926,"Frisco Lucky Bamboo 35.5"" Cat Scratching Posts with Toys",3755,"HANGZHOU TIANYUAN PET PRODUCTS CO., LTD.",JADESCHACK,100,1,0.036665875,2025-11-01 00:00:00,MDT1,19.35415460244698,20,0.7333175000000001,3
Beds & Furniture,Furniture,Cat,"Beds, Crates & Gear",Furniture,240961.0,214391,"Frisco 65-in XXL Heavy Duty Cat Tree, Cream",3755,"HANGZHOU TIANYUAN PET PRODUCTS CO., LTD.",JADESCHACK,100,1,0.122923125,2025-11-01 00:00:00,MDT1,79.27421176010081,58,7.12954125,3
Beds & Furniture,Furniture,Cat,"Beds, Crates & Gear",Furniture,119897.0,211409,"Frisco 52-in Faux Fur Cat Tree & Condo, Cheetah",3755,"HANGZHOU TIANYUAN PET PRODUCTS CO., LTD.",JADESCHACK,100,1,0.064896,2025-11-01 00:00:00,MDT1,24.760637330545958,1,0.064896,3
Beds & Furniture,Furniture,Cat,"Beds, Crates & Gear",Furniture,240961.0,214391,"Frisco 65-in XXL Heavy Duty Cat Tree, Cream",3755,"HANGZHOU TIANYUAN PET PRODUCTS CO., LTD.",JADESCHACK,100,1,0.122923125,2025-11-01 00:00:00,MDT1,79.27421176010081,22,2.70430875,4
Beds & Furniture,Furniture,Cat,"Beds, Crates & Gear",Furniture,240924.0,214354,"Frisco Wall Sisal Cat Scratcher, Cream, Large",3755,"HANGZHOU TIANYUAN PET PRODUCTS CO., LTD.",JADESCHACK,100,10,0.0951555,2025-11-01 00:00:00,MDT1,306.50623751687607,31,2.9498205,4
Beds & Furniture,Furniture,Cat,"Beds, Crates & Gear",Furniture,129317.0,101803,"Frisco 68-in Faux Fur Cat Tree & Condo, Cream",3755,"HANGZHOU TIANYUAN PET PRODUCTS CO., LTD.",JADESCHACK,100,1,0.09408,2025-11-01 00:00:00,MDT1,49.43966034608505,50,4.704,4
Beds & Furniture,Furniture,Cat,"Beds, Crates & Gear",Furniture,119897.0,211409,"Frisco 52-in Faux Fur Cat Tree & Condo, Cheetah",3755,"HANGZHOU TIANYUAN PET PRODUCTS CO., LTD.",JADESCHACK,100,1,0.064896,2025-11-01 00:00:00,MDT1,24.760637330545958,24,1.5575039999999998,4
Beds & Furniture,Furniture,Cat,"Beds, Crates & Gear",Furniture,119897.0,92261,"Frisco 52-in Faux Fur Cat Tree & Condo, Cream",3755,"HANGZHOU TIANYUAN PET PRODUCTS CO., LTD.",JADESCHACK,100,1,0.064896,2025-11-01 00:00:00,MDT1,167.8036905849439,168,10.902527999999998,4
Beds & Furniture,Furniture,Cat,"Beds, Crates & Gear",Furniture,119893.0,92257,"Frisco 72-in Large Base Faux Fur Cat Tree & Condo, Cream",3755,"HANGZHOU TIANYUAN PET PRODUCTS CO., LTD.",JADESCHACK,100,1,0.125321625,2025-11-01 00:00:00,MDT1,82.95292177672013,83,10.401694874999999,4
Litter Accessories,Mats,Cat,Litter & Accessories,Mats,862878.0,862886,"Frisco Cat Litter Trapping Mat, Grey",3755,"HANGZHOU TIANYUAN PET PRODUCTS CO., LTD.",JADESCHACK,1176,24,0.232545955828803,2025-11-01 00:00:00,MDT1,388.5095839677657,17,3.9532812490896507,4
Toys,Interactive Toys,Cat,Toys,Toys,193086.0,837758,"Frisco Foldable Play Tunnel with Mesh Cat Toy, Baltic Teal",3755,"HANGZHOU TIANYUAN PET PRODUCTS CO., LTD.",JADESCHACK,1536,48,0.0536594610388071,2025-11-01 00:00:00,MDT1,109.57319600111057,3,0.16097838311642132,4
Toys,Interactive Toys,Cat,Toys,Toys,193084.0,837750,"Frisco Foldable Play Tri-Tunnel Cat Toy, Warm Multicolor",3755,"HANGZHOU TIANYUAN PET PRODUCTS CO., LTD.",JADESCHACK,1512,24,0.0323681744765079,2025-11-01 00:00:00,MDT1,93.98074433615696,4,0.1294726979060316,4
Litter Accessories,Mats,Cat,Litter & Accessories,Mats,285695.0,259250,"Frisco Sisal Mat, Medium",3755,"HANGZHOU TIANYUAN PET PRODUCTS CO., LTD.",JADESCHACK,500,24,0.0697149062376955,2025-11-01 00:00:00,MDT1,36.37974290133829,2,0.139429812475391,4
Beds & Furniture,Beds,Cat,"Beds, Crates & Gear",Beds,240933.0,214363,Frisco Modern Elevated Cat Bed,3755,"HANGZHOU TIANYUAN PET PRODUCTS CO., LTD.",JADESCHACK,100,1,0.0408377646277859,2025-11-01 00:00:00,MDT1,26.890513214290536,27,1.1026196449502192,4
Beds & Furniture,Furniture,Cat,"Beds, Crates & Gear",Furniture,129317.0,252536,"Frisco 68-in Faux Fur Cat Tree & Condo, Gray",3755,"HANGZHOU TIANYUAN PET PRODUCTS CO., LTD.",JADESCHACK,100,1,0.09408,2025-11-01 00:00:00,MDT1,27.86658722360989,28,2.63424,4
Beds & Furniture,Beds,Dog,"Beds, Crates & Gear",Beds,279020.0,252558,"Frisco Sofa Pet Bed with Removable Cover, Gray, Large",3755,"HANGZHOU TIANYUAN PET PRODUCTS CO., LTD.",JADESCHACK,100,1,0.28012836142016,2025-11-01 00:00:00,MDT1,36.85373493742246,37,10.364749372545921,4
Beds & Furniture,Furniture,Cat,"Beds, Crates & Gear",Furniture,804622.0,804630,"Frisco Plush Cat Window Perch with Removeable Bolster, Cream",3755,"HANGZHOU TIANYUAN PET PRODUCTS CO., LTD.",JADESCHACK,100,1,0.022154,2025-11-01 00:00:00,MDT1,40.29685637946095,41,0.908314,4
Bowls & Feeders,Bowls & Diners,Dog,Bowls & Feeders,Bowls & Diners,907006.0,907014,Frisco Slow Feeder Insert,3755,"HANGZHOU TIANYUAN PET PRODUCTS CO., LTD.",JADESCHACK,800,50,0.027608,2025-11-01 00:00:00,MDT1,52.15639584888312,2,0.055216,4
Beds & Furniture,Furniture,Cat,"Beds, Crates & Gear",Furniture,155161.0,128075,"Frisco 33-in Heavy Duty Sisal Cat Scratching Post, Cream",3755,"HANGZHOU TIANYUAN PET PRODUCTS CO., LTD.",JADESCHACK,100,1,0.0409605,2025-11-01 00:00:00,TLA,4431.546462220408,1611,65.9873655,1
Beds & Furniture,Furniture,Cat,"Beds, Crates & Gear",Furniture,155161.0,128075,"Frisco 33-in Heavy Duty Sisal Cat Scratching Post, Cream",3755,"HANGZHOU TIANYUAN PET PRODUCTS CO., LTD.",JADESCHACK,100,1,0.0409605,2025-11-01 00:00:00,TLA,4431.546462220408,1611,65.9873655,2
Beds & Furniture,Furniture,Cat,"Beds, Crates & Gear",Furniture,155161.0,128075,"Frisco 33-in Heavy Duty Sisal Cat Scratching Post, Cream",3755,"HANGZHOU TIANYUAN PET PRODUCTS CO., LTD.",JADESCHACK,100,1,0.0409605,2025-11-01 00:00:00,TLA,4431.546462220408,1210,49.562205,3
Beds & Furniture,Furniture,Cat,"Beds, Crates & Gear",Furniture,155161.0,163749,"Frisco 33-in Heavy Duty Sisal Cat Scratching Post, Gray",3755,"HANGZHOU TIANYUAN PET PRODUCTS CO., LTD.",JADESCHACK,100,1,0.0409605,2025-11-01 00:00:00,TLA,3896.5966058198583,401,16.4251605,3
Beds & Furniture,Furniture,Cat,"Beds, Crates & Gear",Furniture,155161.0,163749,"Frisco 33-in Heavy Duty Sisal Cat Scratching Post, Gray",3755,"HANGZHOU TIANYUAN PET PRODUCTS CO., LTD.",JADESCHACK,100,1,0.0409605,2025-11-01 00:00:00,TLA,3896.5966058198583,1611,65.9873655,4
Beds & Furniture,Furniture,Cat,"Beds, Crates & Gear",Furniture,155161.0,163749,"Frisco 33-in Heavy Duty Sisal Cat Scratching Post, Gray",3755,"HANGZHOU TIANYUAN PET PRODUCTS CO., LTD.",JADESCHACK,100,1,0.0409605,2025-11-01 00:00:00,TLA,3896.5966058198583,1611,65.9873655,5
Beds & Furniture,Furniture,Cat,"Beds, Crates & Gear",Furniture,155161.0,163749,"Frisco 33-in Heavy Duty Sisal Cat Scratching Post, Gray",3755,"HANGZHOU TIANYUAN PET PRODUCTS CO., LTD.",JADESCHACK,100,1,0.0409605,2025-11-01 00:00:00,TLA,3896.5966058198583,274,11.223177,6
Beds & Furniture,Furniture,Cat,"Beds, Crates & Gear",Furniture,132545.0,163745,"Frisco 20-in Faux Fur Cat Tree, Gray",3755,"HANGZHOU TIANYUAN PET PRODUCTS CO., LTD.",JADESCHACK,100,1,0.02467125,2025-11-01 00:00:00,TLA,1688.2944034766585,1689,41.66974125,6
Beds & Furniture,Furniture,Cat,"Beds, Crates & Gear",Furniture,399654.0,373443,Frisco Cushioned Wall Mounted Cat Wall Shelf,3755,"HANGZHOU TIANYUAN PET PRODUCTS CO., LTD.",JADESCHACK,100,1,0.0136161764644558,2025-11-01 00:00:00,TLA,442.82328691900364,443,6.031966173753919,6
Beds & Furniture,Furniture,Cat,"Beds, Crates & Gear",Furniture,132545.0,105074,"Frisco 20-in Faux Fur Cat Tree, Ivory",3755,"HANGZHOU TIANYUAN PET PRODUCTS CO., LTD.",JADESCHACK,100,1,0.02467125,2025-11-01 00:00:00,TLA,286.7891824029964,286,7.0559775,6
Beds & Furniture,Furniture,Cat,"Beds, Crates & Gear",Furniture,132545.0,105074,"Frisco 20-in Faux Fur Cat Tree, Ivory",3755,"HANGZHOU TIANYUAN PET PRODUCTS CO., LTD.",JADESCHACK,100,1,0.02467125,2025-11-01 00:00:00,TLA,286.7891824029964,1,0.02467125,7
Beds & Furniture,Furniture,Cat,"Beds, Crates & Gear",Furniture,325575.0,289340,"Frisco Animal Series Cat Condo, Llama",3755,"HANGZHOU TIANYUAN PET PRODUCTS CO., LTD.",JADESCHACK,100,1,0.0597467903686172,2025-11-01 00:00:00,TLA,234.8785437411557,235,14.040495736625042,7
