parent_product_part_number,product_part_number,product_name,vendor_Code,vendor_name,vendor_purchaser_code,MOQ,MCP,case_pk_CBM,planned_demand,vendor_earliest_ETD,MC1,MC2,BRAND,SKU,PUBBED,OH,T90_DAILY_AVG,F90_DAILY_AVG,AVG_LT,ost_ord,Next_Delivery,T90_DOS_OH,F90_DOS_OH,F90_DOS_OO,T90_BELOW,F90_BELOW,baseConsumption,bufferConsumption,baseDemand,bufferDemand,excess_demand
248504.0,221968,"Frisco Wood Accents Extra Tall Auto-close Dog Gate, 41-in, Black",P18120,NINGBO KONY METAL PRODUCTS CO LTD,JADESCHACK,200.0,1,0.0479566093665187,543.0,2026-01-01 00:00:00,Hard Goods,Containment & Gear,Frisco,221968,True,204.0,3.67,4.99,123.0,619.0,2025-11-19,55.59,40.88,124.05,True,True,753.49,893.21,200.0,70.21000000000004,472.0
117378.0,98763,"Frisco Dog Crate Replacement Pan, 52.5- in L x 35-in W",P000398,TANGSHAN KANGBEI PET PRODUCTS CO. LTD,JADESCHACK,100.0,1,0.0816330830690507,441.0,2026-01-01 00:00:00,Hard Goods,Containment & Gear,Frisco,98763,True,3.0,3.31,4.92,120.0,620.0,2026-01-14,0.91,0.61,126.02,True,True,728.16,865.92,106.0,242.91999999999996,198.0
233486.0,206886,Frisco Double-Row Flea Comb for Cats & Dogs,P18360,PETENGREAT CO LTD,JADESCHACK,768.0,96,0.03095931324,768.0,2026-01-01 00:00:00,,,,,,0.0,,,129.73958333333334,0.0,,,,,,,0.0,768.0,768.0,768.0,0.0
160846.0,133836,"Frisco Solid Nylon Dog Leash, Black, Medium: 6-ft long, 3/4-in wide",B000035,"COASTAL PET PRODUCTS, INC. - PRIVATE LABEL CHINA",MWILSON,36.0,36,0.01204908041792,684.0,2026-01-01 00:00:00,,,,,,0.0,,,129.73958333333334,0.0,,,,,,,0.0,684.0,684.0,684.0,0.0
768902.0,768910,"Frisco Retractable Dog Leash, Black, Small: 16-ft long, 3/8-in wide, 1 count",P24388,BEST RUN TECHNOLOGY CO LTD - PL,MWILSON,528.0,48,0.0379419567389499,624.0,2026-01-01 00:00:00,Hard Goods,"Leashes, Collars & Harnesses",Frisco,768910,True,1353.0,18.67,27.27,99.0,4032.0,2025-12-10,72.47,49.61,147.85,True,True,3463.29,4226.85,528.0,0.0,624.0
373906.0,347682,"Frisco Training Leash, Black, 50-ft",P21160,HONG KONG FEIYANG TRADING CO LIMITED,MWILSON,600.0,24,0.026496,600.0,2026-01-01 00:00:00,Hard Goods,"Leashes, Collars & Harnesses",Frisco,347682,True,154.0,4.88,6.97,128.0,0.0,,31.56,22.09,0.0,True,True,1087.32,1282.48,600.0,1128.48,0.0
160846.0,133815,"Frisco Solid Nylon Dog Leash, Pink, Small: 6-ft long, 5/8-in wide",B000035,"COASTAL PET PRODUCTS, INC. - PRIVATE LABEL CHINA",MWILSON,36.0,36,0.01204908041792,540.0,2026-01-01 00:00:00,,,,,,0.0,,,129.73958333333334,0.0,,,,,,,0.0,540.0,540.0,540.0,0.0
768902.0,768934,"Frisco Retractable Dog Leash, Pink, Small: 16-ft long, 3/8-in wide, 1 count",P24388,BEST RUN TECHNOLOGY CO LTD - PL,MWILSON,528.0,48,0.0379419977162743,528.0,2026-01-01 00:00:00,Hard Goods,"Leashes, Collars & Harnesses",Frisco,768934,True,1022.0,5.47,8.66,99.0,528.0,2026-02-23,186.84,118.01,60.97,False,False,1099.82,1342.3,528.0,0.0,528.0
323411.0,287492,"Frisco Fashion Leash, Tropical Floral, Small",B000064,PM&J LLC - DIRECT IMPORT,JADESCHACK,500.0,50,0.009,500.0,2026-01-01 00:00:00,Hard Goods,"Leashes, Collars & Harnesses",Frisco,287492,True,653.0,1.63,2.95,143.0,0.0,,400.61,221.36,0.0,False,False,504.45000000000005,587.0500000000001,500.0,0.0,500.0
323415.0,287508,"Frisco Fashion Dog Collar, XS - Neck: 8-12-in, Width: 5/8-in, Tropical Floral",B000064,PM&J LLC - DIRECT IMPORT,JADESCHACK,500.0,50,0.00418602034400394,500.0,2026-01-01 00:00:00,Hard Goods,"Leashes, Collars & Harnesses",Frisco,287508,True,982.0,2.66,4.91,143.0,0.0,,369.17,200.0,0.0,False,False,839.61,977.09,500.0,0.0,500.0
323415.0,287523,"Frisco Fashion Dog Collar, LG - Neck: 18-26 in, Width: 1-in, Tropical Floral",B000064,PM&J LLC - DIRECT IMPORT,JADESCHACK,500.0,50,0.010166,500.0,2026-01-01 00:00:00,Hard Goods,"Leashes, Collars & Harnesses",Frisco,287523,True,624.0,1.72,2.84,143.0,0.0,,362.79,219.72,0.0,False,False,485.64,565.16,500.0,0.0,500.0
317910.0,291558,"Frisco Comfort Padded Dog Collar, Malachite Green, X-Small",B000064,PM&J LLC - DIRECT IMPORT,JADESCHACK,500.0,50,0.004186,500.0,2026-01-01 00:00:00,Hard Goods,"Leashes, Collars & Harnesses",Frisco,291558,True,462.0,1.23,2.87,143.0,0.0,,375.61,160.98,0.0,False,False,490.77000000000004,571.13,500.0,109.13,350.0
317910.0,291561,"Frisco Comfort Padded Dog Collar, Jet Black, Small",B000064,PM&J LLC - DIRECT IMPORT,JADESCHACK,500.0,50,0.00483,500.0,2026-01-01 00:00:00,Hard Goods,"Leashes, Collars & Harnesses",Frisco,291561,True,243.0,0.69,0.96,143.0,0.0,,352.17,253.13,0.0,False,False,164.16,191.04,500.0,0.0,500.0
317931.0,291582,"Frisco Comfort Padded Dog Leash, Jet Black, Medium",B000064,PM&J LLC - DIRECT IMPORT,JADESCHACK,500.0,50,0.0175523030614789,500.0,2026-01-01 00:00:00,Hard Goods,"Leashes, Collars & Harnesses",Frisco,291582,True,552.0,1.10,1.83,143.0,0.0,,501.82,301.64,0.0,False,False,312.93,364.17,500.0,0.0,500.0
317910.0,291562,"Frisco Comfort Padded Dog Collar, True Navy, Small",B000064,PM&J LLC - DIRECT IMPORT,JADESCHACK,500.0,50,0.00483,500.0,2026-01-01 00:00:00,Hard Goods,"Leashes, Collars & Harnesses",Frisco,291562,True,496.0,1.27,1.68,143.0,0.0,,390.55,295.24,0.0,False,False,287.28,334.32,500.0,0.0,500.0
317931.0,291585,"Frisco Comfort Padded Dog Leash, Faded Rose, Medium",B000064,PM&J LLC - DIRECT IMPORT,JADESCHACK,500.0,50,0.0175500852931842,500.0,2026-01-01 00:00:00,Hard Goods,"Leashes, Collars & Harnesses",Frisco,291585,True,824.0,1.36,1.76,143.0,0.0,,605.88,468.18,0.0,False,False,300.96,350.24,500.0,0.0,500.0
317931.0,291583,"Frisco Comfort Padded Dog Leash, True Navy, Medium",B000064,PM&J LLC - DIRECT IMPORT,JADESCHACK,500.0,50,0.0175500852931842,500.0,2026-01-01 00:00:00,Hard Goods,"Leashes, Collars & Harnesses",Frisco,291583,True,555.0,1.72,2.97,143.0,0.0,,322.67,186.87,0.0,False,False,507.87000000000006,591.0300000000001,500.0,36.030000000000086,450.0
282908.0,256461,"Frisco Outdoor Lightweight Ripstop Nylon Dog Harness, Storm Gray, M - Girth: 20 - 28-in",B000064,PM&J LLC - DIRECT IMPORT,JADESCHACK,480.0,48,0.0844805474320259,480.0,2026-01-01 00:00:00,Hard Goods,"Leashes, Collars & Harnesses",Frisco,256461,True,561.0,0.94,1.21,143.0,0.0,,596.81,463.64,0.0,False,False,206.91,240.79,480.0,0.0,480.0
317889.0,291536,"Frisco Comfort Padded Dog Harness, True Navy, Small",B000064,PM&J LLC - DIRECT IMPORT,JADESCHACK,480.0,48,0.0429623587889545,480.0,2026-01-01 00:00:00,Hard Goods,"Leashes, Collars & Harnesses",Frisco,291536,True,1358.0,2.90,3.93,143.0,0.0,,468.28,345.55,0.0,False,False,672.03,782.07,480.0,0.0,480.0
317889.0,291540,"Frisco Comfort Padded Dog Harness, Jet Black, Medium",B000064,PM&J LLC - DIRECT IMPORT,JADESCHACK,480.0,48,0.053946903681094,480.0,2026-01-01 00:00:00,Hard Goods,"Leashes, Collars & Harnesses",Frisco,291540,True,647.0,1.62,2.34,143.0,0.0,,399.38,276.5,0.0,False,False,400.14,465.65999999999997,480.0,0.0,480.0
317889.0,291541,"Frisco Comfort Padded Dog Harness, True Navy, Medium",B000064,PM&J LLC - DIRECT IMPORT,JADESCHACK,480.0,48,0.0539402621489662,480.0,2026-01-01 00:00:00,Hard Goods,"Leashes, Collars & Harnesses",Frisco,291541,True,932.0,2.13,3.74,143.0,0.0,,437.56,249.2,0.0,False,False,639.5400000000001,744.26,480.0,0.0,480.0
350786.0,324516,"Frisco Purple Ombre Style Dog Leash, LG - Length: 6-ft, Width: 1-in",B000064,PM&J LLC - DIRECT IMPORT,JADESCHACK,480.0,48,0.015444,480.0,2026-01-01 00:00:00,Hard Goods,"Leashes, Collars & Harnesses",Frisco,324516,True,281.0,1.22,1.24,143.0,0.0,,230.33,226.61,0.0,False,False,212.04,246.76,480.0,0.0,480.0
357668.0,331416,Frisco Hands-Free Running Martingale Dog Collar,B000064,PM&J LLC - DIRECT IMPORT,JADESCHACK,480.0,48,0.0088,480.0,2026-01-01 00:00:00,Hard Goods,"Leashes, Collars & Harnesses",Frisco,331416,True,396.0,1.31,2.21,143.0,0.0,,302.29,179.19,0.0,False,False,377.90999999999997,439.79,480.0,43.79000000000002,432.0
357681.0,331423,Frisco Hands-Free Running Dog Leash,B000064,PM&J LLC - DIRECT IMPORT,JADESCHACK,480.0,48,0.0376323048203522,480.0,2026-01-01 00:00:00,Hard Goods,"Leashes, Collars & Harnesses",Frisco,331423,True,629.0,1.57,2.57,143.0,0.0,,400.64,244.75,0.0,False,False,439.46999999999997,511.42999999999995,480.0,0.0,480.0
171713.0,144859,"Frisco Plush Orthopedic Pillowtop Dog Bed w/Removable Cover, Gray, XX-Large",P000161,PM&J LLC,JADESCHACK,252.0,4,0.755115909119999,252.0,2026-01-01 00:00:00,,,,,,0.0,,,129.73958333333334,0.0,,,,,,,0.0,252.0,252.0,252.0,0.0
160846.0,133838,"Frisco Solid Nylon Dog Leash, Black, Large: 6-ft long, 1-in wide",B000035,"COASTAL PET PRODUCTS, INC. - PRIVATE LABEL CHINA",MWILSON,36.0,36,0.024079414034624,432.0,2026-01-01 00:00:00,,,,,,0.0,,,129.73958333333334,0.0,,,,,,,0.0,432.0,432.0,432.0,0.0
160846.0,133833,"Frisco Solid Nylon Dog Leash, Black, X-Small: 6-ft long, 3/8-in wide",B000035,"COASTAL PET PRODUCTS, INC. - PRIVATE LABEL CHINA",MWILSON,36.0,36,0.006355362256992,432.0,2026-01-01 00:00:00,,,,,,0.0,,,129.73958333333334,0.0,,,,,,,0.0,432.0,432.0,432.0,0.0
160846.0,133811,"Frisco Solid Nylon Dog Leash, Red, Large: 6-ft long, 1-in wide",B000035,"COASTAL PET PRODUCTS, INC. - PRIVATE LABEL CHINA",MWILSON,36.0,36,0.024079414034624,360.0,2026-01-01 00:00:00,,,,,,0.0,,,129.73958333333334,0.0,,,,,,,0.0,360.0,360.0,360.0,0.0
166940.0,140021,"Frisco Padded No Pull Dog Harness, Blue, M- Girth 22 to 34-in",B000035,"COASTAL PET PRODUCTS, INC. - PRIVATE LABEL CHINA",MWILSON,36.0,36,0.0223632295960319,324.0,2026-01-01 00:00:00,,,,,,0.0,,,129.73958333333334,0.0,,,,,,,0.0,324.0,324.0,324.0,0.0
160846.0,133835,"Frisco Solid Nylon Dog Leash, Black, Medium: 4-ft long, 3/4-in wide",B000035,"COASTAL PET PRODUCTS, INC. - PRIVATE LABEL CHINA",MWILSON,36.0,36,0.01204908041792,324.0,2026-01-01 00:00:00,,,,,,0.0,,,129.73958333333334,0.0,,,,,,,0.0,324.0,324.0,324.0,0.0
166755.0,139832,"Frisco Small Breed Soft Vest Step In Back Clip Dog Harness, Red, 15 to 18-in chest",B000035,"COASTAL PET PRODUCTS, INC. - PRIVATE LABEL CHINA",MWILSON,36.0,36,0.024344425633632,288.0,2026-01-01 00:00:00,Hard Goods,"Leashes, Collars & Harnesses",Frisco,139832,True,268.0,1.63,2.83,115.0,324.0,2025-12-30,164.42,94.7,114.49,False,True,404.69,483.93,36.0,0.0,288.0
166940.0,140028,"Frisco Padded No Pull Dog Harness, Black, L- Girth 26 to 40-in",B000035,"COASTAL PET PRODUCTS, INC. - PRIVATE LABEL CHINA",MWILSON,36.0,36,0.0439697701247999,288.0,2026-01-01 00:00:00,,,,,,0.0,,,129.73958333333334,0.0,,,,,,,0.0,288.0,288.0,288.0,0.0
179922.0,153150,"Frisco Nylon Breakaway Cat Collar with Bell, Pink, 8 to 12-in neck, 3/8-in wide",B000035,"COASTAL PET PRODUCTS, INC. - PRIVATE LABEL CHINA",MWILSON,48.0,48,0.00338255220262399,288.0,2026-01-01 00:00:00,,,,,,0.0,,,129.73958333333334,0.0,,,,,,,0.0,288.0,288.0,288.0,0.0
179922.0,153148,"Frisco Nylon Breakaway Cat Collar with Bell, Blue, 8 to 12-in neck, 3/8-in wide",B000035,"COASTAL PET PRODUCTS, INC. - PRIVATE LABEL CHINA",MWILSON,48.0,48,0.00338255220262399,288.0,2026-01-01 00:00:00,,,,,,0.0,,,129.73958333333334,0.0,,,,,,,0.0,288.0,288.0,288.0,0.0
166940.0,140022,"Frisco Padded No Pull Dog Harness, Blue, L- Girth 26 to 40-in",B000035,"COASTAL PET PRODUCTS, INC. - PRIVATE LABEL CHINA",MWILSON,36.0,36,0.0439697701247999,252.0,2026-01-01 00:00:00,,,,,,0.0,,,129.73958333333334,0.0,,,,,,,0.0,252.0,252.0,252.0,0.0
166940.0,140027,"Frisco Padded No Pull Dog Harness, Black, M- Girth 22 to 34-in",B000035,"COASTAL PET PRODUCTS, INC. - PRIVATE LABEL CHINA",MWILSON,36.0,36,0.0223632295960319,252.0,2026-01-01 00:00:00,,,,,,0.0,,,129.73958333333334,0.0,,,,,,,0.0,252.0,252.0,252.0,0.0
179922.0,153147,"Frisco Nylon Breakaway Cat Collar with Bell, Black, 8 to 12-in neck, 3/8-in wide",B000035,"COASTAL PET PRODUCTS, INC. - PRIVATE LABEL CHINA",MWILSON,48.0,48,0.00338255220262399,240.0,2026-01-01 00:00:00,,,,,,0.0,,,129.73958333333334,0.0,,,,,,,0.0,240.0,240.0,240.0,0.0
160846.0,133837,"Frisco Solid Nylon Dog Leash, Black, Large: 4-ft long, 1-in wide",B000035,"COASTAL PET PRODUCTS, INC. - PRIVATE LABEL CHINA",MWILSON,36.0,36,0.024079414034624,216.0,2026-01-01 00:00:00,,,,,,0.0,,,129.73958333333334,0.0,,,,,,,0.0,216.0,216.0,216.0,0.0
173840.0,147003,"Frisco Cow Plush Squeaky Dog Toy, Small/Medium",P000421,PETTINGZOO SHANGHAI LIMITED,MWILSON,1500.0,60,0.086944,7140.0,2026-01-01 00:00:00,,,,,,0.0,,,129.73958333333334,0.0,,,,,,,0.0,7140.0,7140.0,7140.0,0.0
173820.0,146979,"Frisco Bear Plush Squeaky Dog Toy, X-Small/Small",P000421,PETTINGZOO SHANGHAI LIMITED,MWILSON,1520.0,80,0.0413901795445486,7040.0,2026-01-01 00:00:00,,,,,,0.0,,,129.73958333333334,0.0,,,,,,,0.0,7040.0,7040.0,7040.0,0.0
179922.0,153149,"Frisco Nylon Breakaway Cat Collar with Bell, Red, 8 to 12-in neck, 3/8-in wide",B000035,"COASTAL PET PRODUCTS, INC. - PRIVATE LABEL CHINA",MWILSON,48.0,48,0.00338255220262399,192.0,2026-01-01 00:00:00,,,,,,0.0,,,129.73958333333334,0.0,,,,,,,0.0,192.0,192.0,192.0,0.0
166940.0,140013,"Frisco Padded No Pull Dog Harness, Red, M- Girth 22 to 34-in",B000035,"COASTAL PET PRODUCTS, INC. - PRIVATE LABEL CHINA",MWILSON,36.0,36,0.0223632295960319,180.0,2026-01-01 00:00:00,,,,,,0.0,,,129.73958333333334,0.0,,,,,,,0.0,180.0,180.0,180.0,0.0
166755.0,139969,"Frisco Small Breed Soft Vest Step In Back Clip Dog Harness, Black, 15 to 18-in chest",B000035,"COASTAL PET PRODUCTS, INC. - PRIVATE LABEL CHINA",MWILSON,36.0,36,0.024344425633632,180.0,2026-01-01 00:00:00,Hard Goods,"Leashes, Collars & Harnesses",Frisco,139969,True,275.0,1.43,2.09,115.0,180.0,2026-03-09,192.31,131.58,86.12,False,False,298.87,357.39,36.0,0.0,180.0
166940.0,140003,"Frisco Padded No Pull Dog Harness, Pink, S- Girth16 to 22-in",B000035,"COASTAL PET PRODUCTS, INC. - PRIVATE LABEL CHINA",MWILSON,36.0,36,0.0207066940704,180.0,2026-01-01 00:00:00,,,,,,0.0,,,129.73958333333334,0.0,,,,,,,0.0,180.0,180.0,180.0,0.0
166940.0,140020,"Frisco Padded No Pull Dog Harness, Blue, S- Girth16 to 22-in",B000035,"COASTAL PET PRODUCTS, INC. - PRIVATE LABEL CHINA",MWILSON,36.0,36,0.0207066940704,180.0,2026-01-01 00:00:00,,,,,,0.0,,,129.73958333333334,0.0,,,,,,,0.0,180.0,180.0,180.0,0.0
166940.0,140004,"Frisco Padded No Pull Dog Harness, Pink, M- Girth 22 to 34-in",B000035,"COASTAL PET PRODUCTS, INC. - PRIVATE LABEL CHINA",MWILSON,36.0,36,0.0223632295960319,180.0,2026-01-01 00:00:00,,,,,,0.0,,,129.73958333333334,0.0,,,,,,,0.0,180.0,180.0,180.0,0.0
247051.0,220513,"Frisco Step In Back Clip Dog Harness, Black, X-Small: 12 to 18-in chest",B000035,"COASTAL PET PRODUCTS, INC. - PRIVATE LABEL CHINA",MWILSON,36.0,36,0.004127491745,180.0,2026-01-01 00:00:00,Hard Goods,"Leashes, Collars & Harnesses",Frisco,220513,True,286.0,1.43,1.11,115.0,180.0,2026-03-09,200.0,257.66,162.16,False,False,158.73000000000002,189.81000000000003,36.0,0.0,180.0
166940.0,140023,"Frisco Padded No Pull Dog Harness, Blue, XL- Girth 32 to 50-in",B000035,"COASTAL PET PRODUCTS, INC. - PRIVATE LABEL CHINA",MWILSON,36.0,36,0.05238321652368,180.0,2026-01-01 00:00:00,,,,,,0.0,,,129.73958333333334,0.0,,,,,,,0.0,180.0,180.0,180.0,0.0
160846.0,133806,"Frisco Solid Nylon Dog Leash, Red, X-Small: 6-ft long, 3/8-in wide",B000035,"COASTAL PET PRODUCTS, INC. - PRIVATE LABEL CHINA",MWILSON,36.0,36,0.006355362256992,180.0,2026-01-01 00:00:00,,,,,,0.0,,,129.73958333333334,0.0,,,,,,,0.0,180.0,180.0,180.0,0.0
160846.0,133823,"Frisco Solid Nylon Dog Leash, Blue, X-Small: 6-ft long, 3/8-in wide",B000035,"COASTAL PET PRODUCTS, INC. - PRIVATE LABEL CHINA",MWILSON,36.0,36,0.006355362256992,180.0,2026-01-01 00:00:00,,,,,,0.0,,,129.73958333333334,0.0,,,,,,,0.0,180.0,180.0,180.0,0.0
160846.0,133826,"Frisco Solid Nylon Dog Leash, Blue, Medium: 6-ft long, 3/4-in wide",B000035,"COASTAL PET PRODUCTS, INC. - PRIVATE LABEL CHINA",MWILSON,36.0,36,0.01204908041792,180.0,2026-01-01 00:00:00,,,,,,0.0,,,129.73958333333334,0.0,,,,,,,0.0,180.0,180.0,180.0,0.0
166940.0,140005,"Frisco Padded No Pull Dog Harness, Pink, L- Girth 26 to 40-in",B000035,"COASTAL PET PRODUCTS, INC. - PRIVATE LABEL CHINA",MWILSON,36.0,36,0.0439697701247999,144.0,2026-01-01 00:00:00,,,,,,0.0,,,129.73958333333334,0.0,,,,,,,0.0,144.0,144.0,144.0,0.0
179933.0,153158,"Frisco Pineapple Polyester Breakaway Cat Collar with Bell, 8 to 12-in neck, 3/8-in wide",B000035,"COASTAL PET PRODUCTS, INC. - PRIVATE LABEL CHINA",MWILSON,48.0,48,0.01877564244864,144.0,2026-01-01 00:00:00,,,,,,0.0,,,129.73958333333334,0.0,,,,,,,0.0,144.0,144.0,144.0,0.0
166940.0,140015,"Frisco Padded No Pull Dog Harness, Red, L- Girth 26 to 40-in",B000035,"COASTAL PET PRODUCTS, INC. - PRIVATE LABEL CHINA",MWILSON,36.0,36,0.0439697701247999,144.0,2026-01-01 00:00:00,,,,,,0.0,,,129.73958333333334,0.0,,,,,,,0.0,144.0,144.0,144.0,0.0
160846.0,133814,"Frisco Solid Nylon Dog Leash, Pink, X-Small: 6-ft long, 3/8-in wide",B000035,"COASTAL PET PRODUCTS, INC. - PRIVATE LABEL CHINA",MWILSON,36.0,36,0.006355362256992,144.0,2026-01-01 00:00:00,,,,,,0.0,,,129.73958333333334,0.0,,,,,,,0.0,144.0,144.0,144.0,0.0
160846.0,133819,"Frisco Solid Nylon Dog Leash, Pink, Large: 6-ft long, 1-in wide",B000035,"COASTAL PET PRODUCTS, INC. - PRIVATE LABEL CHINA",MWILSON,36.0,36,0.024079414034624,144.0,2026-01-01 00:00:00,,,,,,0.0,,,129.73958333333334,0.0,,,,,,,0.0,144.0,144.0,144.0,0.0
160846.0,133809,"Frisco Solid Nylon Dog Leash, Red, Medium: 6-ft long, 3/4-in wide",B000035,"COASTAL PET PRODUCTS, INC. - PRIVATE LABEL CHINA",MWILSON,36.0,36,0.01204908041792,144.0,2026-01-01 00:00:00,,,,,,0.0,,,129.73958333333334,0.0,,,,,,,0.0,144.0,144.0,144.0,0.0
166755.0,139823,"Frisco Small Breed Soft Vest Step In Back Clip Dog Harness, Pink, 15 to 18-in chest",B000035,"COASTAL PET PRODUCTS, INC. - PRIVATE LABEL CHINA",MWILSON,36.0,36,0.024344425633632,108.0,2026-01-01 00:00:00,Hard Goods,"Leashes, Collars & Harnesses",Frisco,139823,True,263.0,1.26,1.54,115.0,216.0,2025-12-01,208.73,170.78,140.26,False,False,220.22,263.34000000000003,36.0,0.0,108.0
166755.0,139821,"Frisco Small Breed Soft Vest Step In Back Clip Dog Harness, Pink, 11 to 13-in chest",B000035,"COASTAL PET PRODUCTS, INC. - PRIVATE LABEL CHINA",MWILSON,36.0,36,0.01877564244864,108.0,2026-01-01 00:00:00,Hard Goods,"Leashes, Collars & Harnesses",Frisco,139821,True,180.0,1.47,1.9,115.0,216.0,2025-12-01,122.45,94.74,113.68,False,True,271.7,324.9,36.0,0.0,108.0
166940.0,140012,"Frisco Padded No Pull Dog Harness, Red, S- Girth16 to 22-in",B000035,"COASTAL PET PRODUCTS, INC. - PRIVATE LABEL CHINA",MWILSON,36.0,36,0.0207066940704,108.0,2026-01-01 00:00:00,,,,,,0.0,,,129.73958333333334,0.0,,,,,,,0.0,108.0,108.0,108.0,0.0
166940.0,140026,"Frisco Padded No Pull Dog Harness, Black, S- Girth16 to 22-in",B000035,"COASTAL PET PRODUCTS, INC. - PRIVATE LABEL CHINA",MWILSON,36.0,36,0.0207066940704,108.0,2026-01-01 00:00:00,,,,,,0.0,,,129.73958333333334,0.0,,,,,,,0.0,108.0,108.0,108.0,0.0
166940.0,140029,"Frisco Padded No Pull Dog Harness, Black, XL- Girth 32 to 50-in",B000035,"COASTAL PET PRODUCTS, INC. - PRIVATE LABEL CHINA",MWILSON,36.0,36,0.05238321652368,108.0,2026-01-01 00:00:00,,,,,,0.0,,,129.73958333333334,0.0,,,,,,,0.0,108.0,108.0,108.0,0.0
247051.0,220538,"Frisco Step In Back Clip Dog Harness, Pink, Small: 16 to 24-in chest",B000035,"COASTAL PET PRODUCTS, INC. - PRIVATE LABEL CHINA",MWILSON,36.0,36,0.011180434929408,108.0,2026-01-01 00:00:00,,,,,,0.0,,,129.73958333333334,0.0,,,,,,,0.0,108.0,108.0,108.0,0.0
160846.0,133817,"Frisco Solid Nylon Dog Leash, Pink, Medium: 6-ft long, 3/4-in wide",B000035,"COASTAL PET PRODUCTS, INC. - PRIVATE LABEL CHINA",MWILSON,36.0,36,0.01204908041792,108.0,2026-01-01 00:00:00,,,,,,0.0,,,129.73958333333334,0.0,,,,,,,0.0,108.0,108.0,108.0,0.0
166755.0,139961,"Frisco Small Breed Soft Vest Step In Back Clip Dog Harness, Blue, 15 to 18-in chest",B000035,"COASTAL PET PRODUCTS, INC. - PRIVATE LABEL CHINA",MWILSON,36.0,36,0.024344425633632,72.0,2026-01-01 00:00:00,Hard Goods,"Leashes, Collars & Harnesses",Frisco,139961,True,368.0,1.43,1.64,115.0,108.0,2025-12-01,257.34,224.39,65.85,False,False,234.51999999999998,280.44,36.0,0.0,72.0
166940.0,140006,"Frisco Padded No Pull Dog Harness, Pink, XL- Girth 32 to 50-in",B000035,"COASTAL PET PRODUCTS, INC. - PRIVATE LABEL CHINA",MWILSON,36.0,36,0.05238321652368,72.0,2026-01-01 00:00:00,,,,,,0.0,,,129.73958333333334,0.0,,,,,,,0.0,72.0,72.0,72.0,0.0
166755.0,139833,"Frisco Small Breed Soft Vest Step In Back Clip Dog Harness, Red, 18 to 21-in chest",B000035,"COASTAL PET PRODUCTS, INC. - PRIVATE LABEL CHINA",MWILSON,36.0,36,0.0295555775338879,72.0,2026-01-01 00:00:00,Hard Goods,"Leashes, Collars & Harnesses",Frisco,139833,True,242.0,1.03,1.45,115.0,108.0,2025-12-30,234.95,166.9,74.48,False,False,207.35,247.95,36.0,0.0,72.0
160846.0,133824,"Frisco Solid Nylon Dog Leash, Blue, Small: 6-ft long, 5/8-in wide",B000035,"COASTAL PET PRODUCTS, INC. - PRIVATE LABEL CHINA",MWILSON,36.0,36,0.01204908041792,72.0,2026-01-01 00:00:00,,,,,,0.0,,,129.73958333333334,0.0,,,,,,,0.0,72.0,72.0,72.0,0.0
160846.0,133828,"Frisco Solid Nylon Dog Leash, Blue, Large: 6-ft long, 1-in wide",B000035,"COASTAL PET PRODUCTS, INC. - PRIVATE LABEL CHINA",MWILSON,36.0,36,0.024079414034624,72.0,2026-01-01 00:00:00,,,,,,0.0,,,129.73958333333334,0.0,,,,,,,0.0,72.0,72.0,72.0,0.0
166755.0,139831,"Frisco Small Breed Soft Vest Step In Back Clip Dog Harness, Red, 12 to 15-in chest",B000035,"COASTAL PET PRODUCTS, INC. - PRIVATE LABEL CHINA",MWILSON,36.0,36,0.0193261494766559,36.0,2026-01-01 00:00:00,Hard Goods,"Leashes, Collars & Harnesses",Frisco,139831,True,292.0,1.14,1.68,115.0,108.0,2025-12-01,256.14,173.81,64.29,False,False,240.23999999999998,287.28,36.0,0.0,36.0
166755.0,139830,"Frisco Small Breed Soft Vest Step In Back Clip Dog Harness, Red, 11 to 13-in chest",B000035,"COASTAL PET PRODUCTS, INC. - PRIVATE LABEL CHINA",MWILSON,36.0,36,0.01877564244864,36.0,2026-01-01 00:00:00,Hard Goods,"Leashes, Collars & Harnesses",Frisco,139830,True,107.0,0.68,1.14,115.0,144.0,2026-03-09,157.35,93.86,126.32,False,True,163.01999999999998,194.93999999999997,36.0,0.0,36.0
166755.0,139967,"Frisco Small Breed Soft Vest Step In Back Clip Dog Harness, Black, 11 to 13-in chest",B000035,"COASTAL PET PRODUCTS, INC. - PRIVATE LABEL CHINA",MWILSON,36.0,36,0.01877564244864,36.0,2026-01-01 00:00:00,Hard Goods,"Leashes, Collars & Harnesses",Frisco,139967,True,258.0,0.97,1.57,115.0,36.0,2026-03-09,265.98,164.33,22.93,False,False,224.51000000000002,268.47,36.0,0.0,36.0
166755.0,139968,"Frisco Small Breed Soft Vest Step In Back Clip Dog Harness, Black, 12 to 15-in chest",B000035,"COASTAL PET PRODUCTS, INC. - PRIVATE LABEL CHINA",MWILSON,36.0,36,0.0193261494766559,36.0,2026-01-01 00:00:00,Hard Goods,"Leashes, Collars & Harnesses",Frisco,139968,True,382.0,1.46,1.97,115.0,36.0,2026-03-09,261.64,193.91,18.27,False,False,281.71,336.87,36.0,0.0,36.0
